股票代码,股票名称,前一日收盘价,前一日MA30,当日收盘价,当日MA30,收盘价-MA30差值(%),当日成交额(亿),前一日成交额(亿)
000783.SZ,长江证券,8.6,8.76,9.01,8.82,2.15,16.65,9.63
