ts_code,stock_name,first_date,2_10_max_gain,2_10_max_loss,11_20_max_gain,11_20_max_loss,21_40_max_gain,21_40_max_loss,41_60_max_gain,41_60_max_loss
002594.SZ,比亚迪,20260302,2.9755139993800963,-3.2751317284843493,11.199504081000091,5.062506457278635,9.040190102283294,1.2294658539105254,8.89554706064676,-3.5437545200950575
300204.SZ,舒泰神,20260409,12.231462231462235,0.20790020790021577,0.41580041580041927,-4.67775467775467,0.0,0.0,0.0,0.0
300377.SZ,赢时胜,20251215,9.099264705882337,-3.0330882352941178,14.016544117647046,0.2297794117646928,7.6286764705882355,-5.055147058823536,3.8602941176470575,-11.305147058823533
300723.SZ,一品红,20260409,3.486750348675035,-1.032078103207823,21.617852161785216,4.574616457461647,0.0,0.0,0.0,0.0
601127.SH,赛力斯,20260526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688608.SH,恒玄科技,20260408,0.4140907500291494,-3.1785839262801914,4.455849760877165,-2.4495509156654713,0.0,0.0,0.0,0.0
