股票代码,股票名称,总市值(亿),爆量日期,爆量倍数,涨幅(%),爆量金额(万元)
300522.SZ,世名科技,44.00,20260609,7.55,11.32,60.48
002354.SZ,天娱数科,118.00,20260609,4.65,9.96,378.95
688207.SH,格灵深瞳,46.30,20260609,3.72,20.01,93.48
002636.SZ,金安国纪,321.00,20260605,2.98,7.70,517.46
