股票代码,股票名称,收盘价,第一波涨幅(%),今日涨幅(%),调整量/上涨量,市值(亿),是否波谷
000977.SZ,浪潮信息,71.66,40.88,3.73,0.57,10610000.00,否
603259.SH,药明康德,128.50,33.03,2.41,0.57,30370000.00,否
603268.SH,松发股份,149.65,27.39,1.80,0.54,14850000.00,否
000777.SZ,中核科技,18.40,26.29,7.79,0.19,743000.00,否
000301.SZ,东方盛虹,12.14,16.25,2.02,0.30,8340000.00,否
300033.SZ,同花顺,231.09,15.79,2.31,0.44,17170000.00,否
601168.SH,西部矿业,37.50,15.54,2.32,0.53,7210000.00,否
