股票代码,股票名称,首次满足日期,10日涨幅(%),20日涨幅(%),40日涨幅(%)
301373.SZ,凌玮科技,20260225,70.80885675553546,45.21012200632625,139.96836873023045
688432.SH,有研硅,20260225,-10.867117117117123,-21.28378378378379,-12.950450450450454
002541.SZ,鸿路钢构,20260226,-5.4269752593774925,-13.288108539505181,-22.22665602553871
300034.SZ,钢研高纳,20260226,-15.461847389558226,-27.951807228915655,-20.722891566265062
300303.SZ,聚飞光电,20260226,19.35483870967741,-3.5483870967741944,6.666666666666658
301536.SZ,星宸科技,20260226,-8.812949640287778,-18.54916067146283,-2.1582733812949777
600522.SH,中天科技,20260226,9.60492932221819,-2.972091337441103,20.36969916636463
603267.SH,XD鸿远电,20260226,-11.580570547417103,-22.359290670778712,-20.308404009252115
603315.SH,福鞍股份,20260226,-11.86629526462395,-21.058495821727018,1.9498607242339914
688150.SH,莱特光电,20260226,6.359032076533477,9.144625773776028,55.177265053460886
002015.SZ,协鑫能科,20260227,57.34463276836159,25.423728813559332,29.307909604519764
002216.SZ,三全食品,20260227,-4.545454545454546,-2.8996865203761697,13.087774294670846
002655.SZ,共达电声,20260227,-2.044392523364494,3.1542056074766305,51.28504672897195
002734.SZ,利民股份,20260227,-4.581850533807834,-21.263345195729542,-19.261565836298942
002980.SZ,华盛昌,20260227,21.29789437348982,37.383500172592335,179.25440110459098
300286.SZ,安科瑞,20260227,-5.390505359877483,-12.496171516079627,-25.635528330781003
600108.SH,亚盛集团,20260227,57.682619647355146,22.166246851385377,6.549118387909325
600452.SH,涪陵电力,20260227,14.834337349397597,-6.626506024096377,-12.801204819277103
600456.SH,宝钛股份,20260227,-16.414881623449833,-24.39684329199549,-20.96956031567081
603897.SH,长城科技,20260227,3.361618798955617,-2.4151436031331657,58.942558746736296
000912.SZ,泸天化,20260302,14.39252336448599,3.7383177570093498,0.1869158878504799
002221.SZ,东华能源,20260302,0.1071811361200406,-3.9657020364415776,-14.898177920685956
002380.SZ,科远智慧,20260302,3.4974818130945717,-11.639619473978744,-3.693340794627868
002843.SZ,泰嘉股份,20260302,-13.309352517985609,-24.316546762589933,-7.374100719424463
300048.SZ,合康新能,20260302,-5.649038461538469,-19.230769230769237,-23.918269230769234
300715.SZ,凯伦股份,20260302,-4.706684856753066,-4.433833560709416,-4.57025920873124
600028.SH,中国石化,20260302,-10.9704641350211,-16.033755274261612,-24.753867791842485
600256.SH,广汇能源,20260302,13.292117465224118,8.964451313755797,0.46367851622875195
600331.SH,宏达股份,20260302,-23.521256931608132,-33.78003696857671,-20.147874306839185
600688.SH,上海石化,20260302,-6.017191977077376,-15.186246418338115,-19.484240687679087
600989.SH,宝丰能源,20260302,29.673252279635264,14.55167173252279,17.629179331306993
601808.SH,中海油服,20260302,-3.9870689655172336,-12.769396551724125,-18.696120689655167
601975.SH,招商南油,20260302,6.415929203539824,-1.3274336283185755,-5.530973451327434
603393.SH,新天然气,20260302,9.658484525080056,0.9071504802561458,-8.431163287086438
605117.SH,德业股份,20260302,13.09264897781644,13.205741626794252,21.765985210961283
688515.SH,裕太微-U,20260302,-9.209395588656536,-13.255514179318242,-6.796046977943269
000301.SZ,东方盛虹,20260303,-22.290809327846365,-26.954732510288064,-9.053497942386834
001872.SZ,招商港口,20260303,0.1325673884224531,-3.66769774635439,-3.8444542642509827
002267.SZ,陕天然气,20260303,-12.057522123893795,-13.495575221238926,-11.061946902654867
600188.SH,兖矿能源,20260303,-2.4390243902439024,-5.609756097560969,13.024390243902447
600428.SH,中远海特,20260303,-11.182795698924739,-3.3333333333333384,-7.741935483870973
600803.SH,新奥股份,20260303,-6.61122661122661,-7.77546777546778,-11.06029106029106
600903.SH,贵州燃气,20260303,-12.077922077922086,-17.142857142857146,-15.584415584415586
601139.SH,深圳燃气,20260303,-7.623888182973324,-10.292249047013984,-10.419313850063535
601866.SH,中远海发,20260303,-13.230769230769235,-16.92307692307692,-16.92307692307692
601919.SH,中远海控,20260303,-4.89098408956982,-11.549793753682966,-15.380082498526809
688297.SH,中无人机,20260304,-15.798476131239314,-22.407090654641586,-28.595863784792414
300296.SZ,利亚德,20260305,-8.424507658643341,-20.67833698030635,-29.321663019693663
300323.SZ,华灿光电,20260305,5.170731707317067,-7.7073170731707235,19.902439024390237
300708.SZ,聚灿光电,20260305,-16.453674121405744,-27.3961661341853,-27.71565495207667
600468.SH,百利电气,20260305,7.017543859649118,-4.32748538011697,-10.526315789473689
605098.SH,行动教育,20260305,3.0042918454935608,4.7795552087397635,20.91299258681233
688069.SH,德林海,20260305,-6.972477064220178,6.642201834862381,71.74311926605503
000601.SZ,韶能股份,20260306,32.573289902280145,2.76872964169381,17.10097719869708
002001.SZ,新 和 成,20260306,-5.647382920110186,-0.9917355371900811,-11.157024793388423
