序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
367,'603687,大胜达,16.09,3.01%,0.47,36.0万手,3763手,16.09,16.1,0.00%,6.54%,5.70亿,100.28 ①,纸包装,16.48,15.18,15.49,15.62,8.32%,1.21,-14.03%,-621手,15.84,17.3万手,18.7万手,0.92,853手,1407手,2.7,5.50亿,88.5亿元,5.50亿,88.5亿元,0.88%,-5.35%,15.78%,33.69%
368,'688789,宏华数科,58.38,3.00%,1.7,2.51万手,164手,58.36,58.4,0.05%,1.39%,1.45亿,63.31 ①,专用设备,58.8,56.78,56.96,56.68,3.56%,1.06,58.13%,425手,57.91,1.35万手,1.16万手,1.16,10手,24手,2.91,1.80亿,105亿元,1.80亿,105亿元,-0.88%,-4.15%,4.19%,7.98%
369,'688317,之江生物,20.28,3.00%,0.59,4.22万手,439手,20.22,20.28,-0.10%,2.19%,8497万,亏损 ①,体外诊断,20.64,19.7,19.82,19.69,4.77%,1.21,-77.12%,-623手,20.15,1.89万手,2.33万手,0.81,6手,45手,1.18,1.92亿,39.0亿元,1.92亿,39.0亿元,3.47%,-5.45%,5.72%,11.28%
370,'600229,城市传媒,6.2,2.99%,0.18,4.72万手,521手,6.19,6.2,0.16%,0.71%,2898万,38.26 ①,出版,6.2,6,6.02,6.02,3.32%,0.98,-10.66%,-403手,6.14,1.98万手,2.74万手,0.72,321手,1033手,1.48,6.61亿,41.0亿元,6.61亿,41.0亿元,2.82%,-0.64%,2.10%,4.36%
371,'603658,安图生物,34.5,2.99%,1,5.37万手,890手,34.49,34.5,0.00%,0.94%,1.86亿,20.84 ①,体外诊断,35.05,33.43,33.43,33.5,4.84%,2.26,-42.74%,-431手,34.61,1.97万手,3.40万手,0.58,48手,153手,2.15,5.71亿,197亿元,5.71亿,197亿元,1.80%,-1.43%,1.76%,3.02%
372,'601717,中创智领,18.64,2.98%,0.54,23.1万手,2663手,18.64,18.65,0.00%,1.50%,4.25亿,9.33 ①,专用设备,18.69,18.02,18.13,18.1,3.70%,1.07,-68.50%,-3366手,18.39,10.7万手,12.4万手,0.86,278手,1850手,1.33,17.9亿,333亿元,15.4亿,287亿元,-0.80%,1.75%,4.07%,8.49%
373,'601021,春秋航空,45.58,2.98%,1.32,6.16万手,351手,45.58,45.59,-0.04%,0.63%,2.79亿,11.34 ①,航空机场,45.68,44.26,44.26,44.26,3.21%,1.13,-23.56%,-129手,45.25,2.88万手,3.28万手,0.88,29手,2手,2.39,9.78亿,446亿元,9.78亿,446亿元,-0.81%,-2.81%,1.77%,3.41%
374,'688286,敏芯股份,76.35,2.98%,2.21,2.79万手,425手,76.35,76.37,0.07%,4.98%,2.10亿,亏损 ①,半导体,76.56,72.53,73.65,74.14,5.44%,1.17,-12.51%,-84手,75.16,1.22万手,1.57万手,0.78,182手,2手,4.03,5606万,42.8亿元,5606万,42.8亿元,4.91%,5.60%,14.87%,26.34%
375,'603305,旭升集团,17.29,2.98%,0.5,58.7万手,4130手,17.28,17.29,0.12%,5.08%,10.1亿,39.91 ①,底盘与发动机系统,17.5,16.75,16.79,16.79,4.47%,1.47,47.00%,3119手,17.2,27.1万手,31.6万手,0.86,2291手,438手,2.14,11.6亿,200亿元,11.6亿,200亿元,7.59%,4.09%,14.03%,22.29%
376,'688409,富创精密,174.9,2.97%,5.05,10.4万手,444手,174.9,174.93,0.11%,3.41%,17.9亿,231.07 ①,半导体设备,181.88,163.1,168.16,169.85,11.06%,0.94,0.56%,2手,171.13,4.91万手,5.52万手,0.89,220手,6手,11.85,3.06亿,536亿元,3.06亿,536亿元,23.14%,42.31%,11.48%,21.47%
377,'688201,ST信安,9.02,2.97%,0.26,4.80万手,738手,9.01,9.02,0.00%,1.59%,4269万,亏损 ①,软件开发,9.02,8.74,8.76,8.76,3.20%,0.77,-30.70%,-558手,8.9,1.74万手,3.06万手,0.57,120手,232手,2.21,3.17亿,28.6亿元,3.03亿,27.3亿元,1.35%,2.73%,5.68%,11.93%
378,'603800,洪田股份,57.6,2.97%,1.66,7.64万手,641手,57.6,57.61,-0.05%,3.67%,4.27亿,亏损 ①,专用设备,57.64,54.01,55.52,55.94,6.49%,0.81,-18.72%,-111手,55.82,3.40万手,4.25万手,0.8,108手,77手,15.15,2.08亿,120亿元,2.08亿,120亿元,0.70%,3.15%,10.94%,26.37%
379,'600116,三峡水利,6.97,2.95%,0.2,42.5万手,3843手,6.97,6.98,0.00%,2.22%,2.94亿,103.08 ①,电力,6.99,6.71,6.77,6.77,4.14%,1.37,-60.52%,-1.91万手,6.92,16.9万手,25.7万手,0.66,2942手,2441手,1.18,19.1亿,133亿元,19.1亿,133亿元,3.11%,2.80%,5.13%,10.37%
380,'600396,华电辽能,16.15,2.93%,0.46,288万手,3.95万手,16.14,16.15,0.00%,19.56%,46.0亿,37.71 ①,电力,16.9,14.15,14.15,15.69,17.53%,1.01,-72.67%,-1.63万手,15.96,137万手,151万手,0.91,870手,2591手,15.5,14.7亿,238亿元,14.7亿,238亿元,-2.94%,18.06%,58.84%,116.58%
381,'605056,咸亨国际,24.31,2.92%,0.69,13.2万手,701手,24.31,24.32,0.12%,3.27%,3.14亿,95.70 ①,通用设备,24.65,22.71,23.82,23.62,8.21%,1.46,43.84%,387手,23.8,6.24万手,6.96万手,0.9,2手,207手,5.42,4.09亿,99.5亿元,4.03亿,98.1亿元,1.80%,-5.48%,6.47%,14.52%
382,'600476,*ST湘邮,12.71,2.91%,0.36,4.12万手,432手,12.71,12.72,0.00%,2.56%,5135万,194.79 ①,IT服务Ⅲ,12.88,12.16,12.25,12.35,5.83%,0.87,16.74%,119手,12.47,2.21万手,1.91万手,1.16,304手,218手,-4.63,1.61亿,20.5亿元,1.61亿,20.5亿元,3.50%,-2.16%,6.86%,17.22%
383,'603881,数据港,42.73,2.91%,1.21,81.3万手,8924手,42.72,42.73,0.05%,11.32%,34.2亿,171.38 ①,通信应用增值服务,43,40.85,41.15,41.52,5.18%,0.94,87.41%,5211手,42,37.0万手,44.3万手,0.83,3022手,187手,9.12,7.18亿,307亿元,7.18亿,307亿元,3.76%,0.99%,31.58%,71.66%
384,'600371,万向德农,8.48,2.91%,0.24,8.67万手,830手,8.48,8.49,0.00%,2.96%,7354万,593.44 ①,农林牧渔,8.69,8.26,8.28,8.24,5.22%,1.67,-37.45%,-789手,8.48,4.33万手,4.34万手,1,335手,335手,4.62,2.93亿,24.8亿元,2.93亿,24.8亿元,1.80%,-2.97%,6.49%,11.84%
385,'688686,奥普特,137.18,2.91%,3.88,3.03万手,126手,137.13,137.18,0.09%,2.48%,4.07亿,65.63 ①,其他自动化设备,137.55,130.45,133,133.3,5.33%,1.23,-35.89%,-60手,134.4,1.58万手,1.45万手,1.09,3手,48手,5.36,1.22亿,168亿元,1.22亿,168亿元,17.50%,11.11%,7.89%,12.54%
386,'688232,新点软件,23.02,2.91%,0.65,2.72万手,379手,23.01,23.02,0.00%,0.85%,6209万,亏损 ①,软件开发,23.04,22.31,22.5,22.37,3.26%,1.18,-17.62%,-142手,22.79,1.23万手,1.50万手,0.82,148手,16手,1.38,3.22亿,74.1亿元,3.22亿,74.1亿元,3.41%,-0.95%,2.32%,4.44%
387,'600520,三佳科技,30.83,2.90%,0.87,13.9万手,2473手,30.82,30.83,-0.03%,8.80%,4.21亿,818.34 ①,专用设备,31.1,28.5,29.68,29.96,8.68%,1.14,-32.98%,-867手,30.21,6.19万手,7.76万手,0.8,129手,1112手,12.41,1.58亿,48.8亿元,1.58亿,48.8亿元,0.26%,-2.62%,28.48%,47.31%
388,'688172,燕东微,53.33,2.89%,1.5,29.9万手,1411手,53.32,53.33,0.00%,3.85%,15.4亿,亏损 ①,分立器件,54.7,48.22,51,51.83,12.50%,1.04,29.51%,229手,51.42,13.7万手,16.2万手,0.85,131手,213手,4.19,14.3亿,761亿元,7.78亿,415亿元,-0.91%,10.41%,11.91%,22.27%
389,'603105,芯能科技,9.98,2.89%,0.28,13.1万手,2776手,9.97,9.98,0.10%,2.63%,1.29亿,545.09 ①,光伏发电,9.99,9.61,9.63,9.7,3.92%,0.58,-20.37%,-1191手,9.84,5.63万手,7.50万手,0.75,1271手,456手,2.32,5.00亿,49.9亿元,5.00亿,49.9亿元,-1.58%,1.01%,9.77%,25.31%
390,'601111,中国国航,6.78,2.88%,0.19,69.2万手,4557手,6.77,6.78,0.00%,0.59%,4.64亿,17.25 ①,航空机场,6.78,6.62,6.63,6.59,2.43%,0.71,-37.74%,-1.64万手,6.7,27.0万手,42.2万手,0.64,6164手,6956手,2.69,174亿,1183亿元,116亿,789亿元,-3.42%,-5.04%,2.76%,4.78%
391,'601059,信达证券,17.15,2.88%,0.48,26.7万手,2476手,17.15,17.16,-0.06%,0.82%,4.57亿,30.74 ①,非银金融,17.2,17.01,17.2,16.67,1.14%,2.9,-51.62%,-7809手,17.13,13.1万手,13.6万手,0.97,126手,432手,2.51,32.4亿,556亿元,32.4亿,556亿元,1.84%,0.76%,1.33%,2.24%
392,'600072,中船科技,13.23,2.88%,0.37,55.3万手,2216手,13.22,13.23,0.00%,5.10%,7.08亿,亏损 ①,电力设备,13.49,12.33,12.85,12.86,9.02%,1.77,-56.14%,-3656手,12.81,28.1万手,27.2万手,1.03,402手,1932手,2.61,15.0亿,199亿元,10.8亿,143亿元,-2.22%,-2.79%,10.06%,19.55%
393,'603322,超讯通信,38.99,2.88%,1.09,18.3万手,2122手,38.99,39,0.00%,11.58%,7.10亿,36.87 ①,通信工程及服务,39.76,37.02,37.53,37.9,7.23%,1.8,55.73%,1244手,38.9,9.19万手,9.07万手,1.01,1077手,332手,23.35,1.58亿,61.4亿元,1.58亿,61.4亿元,8.70%,7.14%,26.42%,43.79%
394,'688037,芯源微,294.52,2.87%,8.22,9.24万手,422手,294.52,294.78,0.01%,4.58%,25.9亿,4230.92 ①,半导体设备,300,266,280.36,286.3,11.88%,0.76,44.25%,105手,280.76,4.35万手,4.89万手,0.89,5手,9手,21.2,2.02亿,594亿元,2.02亿,594亿元,14.16%,24.54%,16.59%,34.71%
395,'688615,合合信息,149.86,2.86%,4.17,6.86万手,636手,149.86,149.87,0.03%,5.07%,10.2亿,47.30 ①,软件开发,149.94,143.99,145.45,145.69,4.08%,1.08,-6.79%,-26手,148.02,3.63万手,3.23万手,1.12,72手,153手,6.78,1.96亿,294亿元,1.35亿,203亿元,7.67%,-0.09%,14.57%,28.48%
396,'600654,中安科,3.98,2.84%,0.11,132万手,1.86万手,3.98,3.99,0.00%,5.68%,5.20亿,100.92 ①,软件开发,4.09,3.84,3.89,3.87,6.46%,1.15,-10.63%,-5029手,3.96,58.7万手,72.8万手,0.81,300手,9022手,6.8,28.8亿,115亿元,23.2亿,92.2亿元,1.79%,-4.10%,13.13%,30.45%
397,'603007,顺景科技,8.33,2.84%,0.23,152万手,2.78万手,8.33,8.34,-0.12%,21.89%,12.6亿,亏损 ①,底盘与发动机系统,8.58,7.9,7.99,8.1,8.40%,1.23,-10.26%,-1521手,8.31,75.4万手,76.8万手,0.98,897手,4051手,31.44,8.85亿,73.7亿元,6.95亿,57.9亿元,-10.04%,19.86%,84.06%,111.05%
398,'603501,豪威集团,102.62,2.84%,2.83,35.0万手,3247手,102.61,102.62,0.00%,2.89%,35.0亿,64.33 ①,数字芯片设计,102.89,97.19,99.8,99.79,5.71%,1,-55.57%,-1123手,100.02,15.3万手,19.7万手,0.78,138手,761手,3.94,12.6亿,1294亿元,12.1亿,1242亿元,2.11%,1.22%,8.67%,17.32%
399,'688018,乐鑫科技,189,2.83%,5.21,9.25万手,630手,189,189.01,0.00%,5.53%,17.1亿,58.32 ①,数字芯片设计,191.48,176.05,181.96,183.79,8.40%,1.43,46.03%,158手,184.59,4.07万手,5.18万手,0.79,152手,23手,7.03,1.67亿,316亿元,1.67亿,316亿元,7.99%,6.97%,15.08%,24.93%
400,'603014,威高血净,35.56,2.83%,0.98,1.35万手,276手,35.56,35.57,0.00%,1.33%,4794万,31.39 ①,医疗器械,35.86,34.58,34.83,34.58,3.70%,1.54,-55.16%,-310手,35.46,6065手,7456手,0.81,38手,86手,2.05,4.18亿,149亿元,1.01亿,36.1亿元,0.99%,-2.71%,3.01%,5.66%
401,'601518,吉林高速,2.91,2.83%,0.08,18.9万手,2471手,2.9,2.91,0.00%,1.00%,5452万,11.94 ①,铁路公路,2.92,2.83,2.83,2.83,3.18%,1.46,-22.39%,-1.19万手,2.88,4.85万手,14.1万手,0.34,3422手,1.02万手,0.94,18.9亿,55.0亿元,18.9亿,55.0亿元,1.04%,-0.68%,2.47%,4.42%
402,'605580,恒盛能源,21.83,2.83%,0.6,4.56万手,596手,21.82,21.83,0.32%,1.63%,9844万,31.44 ①,电力,22.08,21.03,21.23,21.23,4.95%,0.64,-76.84%,-219手,21.58,2.09万手,2.47万手,0.85,9手,76手,5.69,2.80亿,61.1亿元,2.80亿,61.1亿元,-2.54%,0.51%,5.06%,14.45%
403,'688795,摩尔线程-U,716.16,2.81%,19.56,3.81万手,584手,716.1,716.16,0.00%,12.96%,26.4亿,2866.35 ①,数字芯片设计,716.66,663.22,691.51,696.6,7.67%,1.07,-67.98%,-148手,693.09,1.83万手,1.97万手,0.93,14手,160手,29.22,4.70亿,3366亿元,2938万,210亿元,5.01%,-0.12%,38.54%,73.69%
404,'601016,节能风电,5.13,2.81%,0.14,483万手,5.49万手,5.12,5.13,0.20%,8.01%,24.4亿,41.14 ①,电力,5.15,4.82,4.93,4.99,6.61%,0.65,-45.70%,-11.4万手,5.04,222万手,261万手,0.85,1.36万手,5.40万手,1.89,65.4亿,336亿元,60.4亿,310亿元,0.59%,0.20%,26.35%,69.66%
405,'601179,中国西电,17.6,2.80%,0.48,192万手,1.91万手,17.6,17.61,0.00%,3.74%,33.3亿,65.07 ①,电力设备,17.69,16.88,17.26,17.12,4.73%,0.58,-0.61%,-192手,17.39,84.3万手,107万手,0.79,6044手,1937手,3.86,51.3亿,902亿元,51.3亿,902亿元,-0.06%,-2.76%,11.11%,35.76%
406,'603326,我乐家居,8.47,2.79%,0.23,8.35万手,521手,8.45,8.47,0.24%,2.62%,7043万,75.02 ①,定制家居,8.7,8.21,8.24,8.24,5.95%,2.08,65.59%,1689手,8.44,4.28万手,4.07万手,1.05,888手,115手,2.27,3.19亿,27.0亿元,3.19亿,27.0亿元,2.42%,-0.47%,5.04%,8.89%
407,'688439,振华风光,52.49,2.78%,1.42,3.37万手,273手,52.48,52.49,0.02%,1.68%,1.74亿,亏损 ①,国防军工,52.49,50.55,50.8,51.07,3.80%,1.12,-52.08%,-167手,51.67,1.49万手,1.88万手,0.79,33手,48手,2.09,2.00亿,105亿元,2.00亿,105亿元,2.52%,1.14%,4.59%,9.21%
408,'688653,康希通信,16.32,2.77%,0.44,11.9万手,2494手,16.31,16.32,0.06%,3.77%,1.92亿,355.26 ①,半导体,16.37,15.71,15.85,15.88,4.16%,0.94,-83.11%,-2182手,16.05,5.76万手,6.17万手,0.93,122手,106手,4.81,4.24亿,69.3亿元,3.16亿,51.6亿元,1.43%,1.56%,11.98%,23.89%
409,'688041,海光信息,312.02,2.76%,8.39,43.1万手,5286手,312.01,312.02,0.00%,1.86%,130亿,263.88 ①,数字芯片设计,312.04,291.58,303.48,303.63,6.74%,0.98,-29.06%,-471手,301.2,20.6万手,22.5万手,0.92,7手,965手,30.86,23.2亿,7252亿元,23.2亿,7252亿元,-4.05%,-10.64%,5.86%,11.34%
410,'605006,山东玻纤,14.9,2.76%,0.4,63.2万手,7650手,14.9,14.91,-0.13%,10.54%,9.11亿,221.69 ①,玻纤制造,15.19,13.67,14.32,14.5,10.48%,0.83,-31.88%,-1343手,14.41,30.8万手,32.5万手,0.95,439手,451手,3.57,6.00亿,89.4亿元,6.00亿,89.4亿元,-3.68%,-8.92%,27.78%,74.15%
411,'601155,新城控股,14.21,2.75%,0.38,23.6万手,1030手,14.21,14.22,0.14%,1.05%,3.32亿,25.71 ①,商业地产,14.24,13.79,13.81,13.83,3.25%,1.08,-41.54%,-1171手,14.04,12.3万手,11.3万手,1.08,518手,233手,0.52,22.6亿,321亿元,22.6亿,321亿元,-7.25%,-11.57%,3.29%,5.91%
412,'600800,渤海化学,4.49,2.75%,0.12,55.2万手,4066手,4.48,4.49,0.00%,4.98%,2.50亿,亏损 ①,其他石化,4.68,4.27,4.37,4.37,9.38%,1.03,11.51%,1670手,4.52,27.8万手,27.4万手,1.01,1251手,758手,5.09,11.1亿,49.8亿元,11.1亿,49.8亿元,-2.39%,-6.85%,14.57%,29.24%
413,'688230,芯导科技,75.21,2.75%,2.01,1.73万手,152手,75.2,75.21,0.01%,1.47%,1.28亿,73.80 ①,分立器件,75.25,72,73.01,73.2,4.44%,0.97,-54.86%,-171手,74.06,7390手,9919手,0.75,3手,3手,3.93,1.18亿,88.4亿元,1.18亿,88.4亿元,3.45%,1.03%,4.54%,9.07%
414,'600629,华建集团,20.25,2.74%,0.54,18.2万手,3273手,20.25,20.26,0.05%,1.90%,3.64亿,1196.42 ①,建筑装饰,20.25,19.6,19.6,19.71,3.30%,0.73,35.22%,1871手,20.01,8.05万手,10.1万手,0.79,584手,610手,3.73,9.70亿,196亿元,9.58亿,194亿元,2.22%,-3.43%,7.24%,14.88%
415,'688300,联瑞新材,124.51,2.74%,3.32,8.55万手,863手,124.5,124.51,0.01%,3.54%,10.4亿,104.92 ①,非金属材料Ⅲ,125.1,117.02,118.56,121.19,6.67%,0.62,78.66%,468手,121.56,4.02万手,4.53万手,0.89,432手,26手,16.92,2.41亿,301亿元,2.41亿,301亿元,-1.96%,29.58%,11.93%,32.18%
416,'603337,杰克科技,41.68,2.71%,1.1,5.03万手,284手,41.68,41.69,-0.05%,1.06%,2.10亿,19.34 ①,专用设备,42.8,40.18,40.18,40.58,6.46%,1.06,16.91%,59手,41.86,2.51万手,2.52万手,1,120手,20手,3.7,4.76亿,199亿元,4.74亿,197亿元,5.28%,-3.85%,3.60%,6.06%
417,'688306,均普智能,10.65,2.70%,0.28,20.3万手,2489手,10.64,10.65,0.19%,1.65%,2.14亿,亏损 ①,其他自动化设备,10.75,10.33,10.33,10.37,4.05%,0.95,-35.07%,-2132手,10.53,8.52万手,11.8万手,0.72,826手,952手,7.48,12.3亿,131亿元,12.3亿,131亿元,7.58%,6.61%,6.65%,10.38%
418,'600581,*ST八钢,2.68,2.68%,0.07,16.3万手,984手,2.68,2.69,-0.37%,1.06%,4352万,亏损 ①,板材,2.7,2.62,2.63,2.61,3.07%,0.83,-14.74%,-6849手,2.67,4.94万手,11.4万手,0.44,4821手,3235手,-1.95,15.3亿,41.1亿元,15.3亿,41.1亿元,0.75%,-0.74%,3.57%,7.49%
419,'601156,东航物流,15.71,2.68%,0.41,9.56万手,313手,15.7,15.71,0.06%,1.01%,1.50亿,10.78 ①,跨境物流,15.8,15.25,15.29,15.3,3.59%,0.8,8.44%,52手,15.68,4.41万手,5.15万手,0.86,8手,15手,1.23,15.9亿,249亿元,9.45亿,148亿元,-1.50%,-4.61%,4.11%,7.34%
420,'600611,大众交通,4.6,2.68%,0.12,30.5万手,4588手,4.59,4.6,0.44%,1.95%,1.41亿,亏损 ①,铁路公路,4.74,4.46,4.46,4.48,6.25%,1.53,-7.58%,-2073手,4.61,13.4万手,17.0万手,0.79,750手,4128手,1.14,23.6亿,109亿元,15.6亿,71.9亿元,2.00%,-0.86%,4.53%,8.34%
421,'600376,首开股份,4.62,2.67%,0.12,152万手,8953手,4.61,4.62,0.00%,5.89%,7.15亿,亏损 ①,房地产开发,4.9,4.57,4.89,4.5,7.33%,1.98,20.45%,1.11万手,4.71,68.8万手,83.2万手,0.83,1.81万手,5748手,5.06,25.8亿,119亿元,25.8亿,119亿元,3.59%,-2.74%,11.26%,20.78%
422,'605168,三人行,61.5,2.65%,1.59,15.5万手,1213手,61.5,61.52,0.28%,7.37%,9.51亿,294.71 ①,营销代理,62.9,58.7,59.32,59.91,7.01%,1.12,83.28%,308手,61.18,7.65万手,7.90万手,0.97,139手,2手,4.74,2.11亿,130亿元,2.11亿,130亿元,1.65%,13.05%,19.54%,40.43%
423,'600525,ST长园,5.44,2.64%,0.14,11.2万手,2834手,5.43,5.44,0.00%,0.85%,6001万,163.05 ①,电力设备,5.44,5.26,5.3,5.3,3.40%,0.71,-44.57%,-3198手,5.36,3.49万手,7.71万手,0.45,224手,468手,2.55,13.2亿,71.7亿元,13.2亿,71.7亿元,2.26%,6.67%,2.69%,6.80%
424,'603848,好太太,16.36,2.63%,0.42,2.90万手,678手,16.36,16.37,-0.18%,0.72%,4720万,40.51 ①,轻工制造,16.43,15.96,16.06,15.94,2.95%,0.59,-19.96%,-186手,16.28,1.42万手,1.48万手,0.95,232手,170手,2.53,4.02亿,65.8亿元,4.02亿,65.8亿元,1.18%,-8.86%,2.31%,6.80%
425,'603528,多伦科技,8.21,2.63%,0.21,13.0万手,1225手,8.21,8.22,0.12%,1.84%,1.06亿,亏损 ①,软件开发,8.28,8,8.03,8,3.50%,1.35,-63.08%,-3912手,8.18,5.97万手,7.01万手,0.85,42手,1008手,3.08,7.06亿,58.0亿元,7.06亿,58.0亿元,3.40%,-0.48%,4.35%,8.64%
426,'688330,宏力达,41.2,2.62%,1.05,1.97万手,280手,41.2,41.21,-0.02%,1.41%,7974万,101.64 ①,电力设备,41.28,39.3,40.06,40.15,4.93%,1.01,-53.21%,-511手,40.4,8987手,1.08万手,0.84,36手,332手,1.31,1.40亿,57.7亿元,1.40亿,57.7亿元,2.08%,-0.15%,3.61%,8.38%
427,'603001,奥康国际,9.04,2.61%,0.23,15.2万手,1599手,9.03,9.04,0.11%,3.78%,1.38亿,35.69 ①,鞋帽及其他,9.4,8.81,8.81,8.81,6.70%,1.51,37.29%,785手,9.09,7.42万手,7.73万手,0.96,242手,155手,1.53,4.01亿,36.2亿元,4.01亿,36.2亿元,0.11%,-1.74%,8.54%,16.31%
428,'688766,普冉股份,423.77,2.61%,10.77,7.03万手,953手,423.75,423.77,-0.01%,4.75%,28.9亿,62.46 ①,数字芯片设计,424.42,392.35,405.74,413,7.77%,0.7,-14.66%,-43手,411.61,3.47万手,3.56万手,0.97,82手,16手,23.28,1.48亿,627亿元,1.48亿,627亿元,0.47%,11.23%,16.07%,38.45%
429,'688729,屹唐股份,26.87,2.60%,0.68,18.5万手,1990手,26.86,26.87,0.00%,8.62%,4.89亿,124.60 ①,半导体设备,26.88,25.37,25.75,26.19,5.77%,1.07,-54.38%,-1500手,26.36,7.77万手,10.8万手,0.72,71手,91手,8.8,29.6亿,794亿元,2.15亿,57.8亿元,6.16%,5.29%,29.41%,48.98%
430,'603189,*ST网达,13.45,2.59%,0.34,5.06万手,1610手,13.44,13.45,0.15%,1.88%,6742万,亏损 ①,软件开发,13.58,13,13.04,13.11,4.42%,0.58,-59.80%,-363手,13.33,2.21万手,2.85万手,0.78,1手,64手,2.46,2.70亿,36.3亿元,2.70亿,36.3亿元,-0.52%,4.26%,7.03%,17.96%
431,'603111,康尼机电,6.74,2.59%,0.17,6.23万手,498手,6.74,6.75,0.00%,0.73%,4157万,26.03 ①,轨交设备Ⅱ,6.76,6.55,6.57,6.57,3.20%,0.4,-30.70%,-1793手,6.67,2.45万手,3.78万手,0.65,17手,1037手,1.41,8.62亿,58.1亿元,8.53亿,57.5亿元,0.45%,-1.32%,2.99%,9.89%
432,'600851,海欣股份,7.95,2.58%,0.2,15.4万手,2017手,7.95,7.96,-0.13%,2.09%,1.21亿,82.90 ①,化学制剂,7.97,7.7,7.75,7.75,3.48%,0.93,8.01%,683手,7.81,8.68万手,6.76万手,1.28,1290手,542手,2.11,12.1亿,96.0亿元,7.38亿,58.7亿元,1.79%,-9.97%,6.29%,13.38%
433,'600100,同方股份,8.75,2.58%,0.22,45.1万手,4562手,8.75,8.76,-0.11%,1.35%,3.90亿,亏损 ①,计算机,8.77,8.46,8.53,8.53,3.63%,0.81,-58.95%,-8497手,8.65,18.8万手,26.2万手,0.72,30手,2582手,1.85,33.5亿,293亿元,33.5亿,293亿元,0.00%,-4.27%,4.42%,9.64%
434,'600868,梅雁吉祥,3.58,2.58%,0.09,72.7万手,8592手,3.58,3.59,0.00%,3.83%,2.58亿,亏损 ①,水力发电,3.6,3.41,3.48,3.49,5.44%,0.72,-43.47%,-2.61万手,3.54,29.7万手,43.0万手,0.69,1761手,9660手,3.51,19.0亿,68.0亿元,19.0亿,68.0亿元,0.56%,-0.28%,11.02%,30.51%
435,'603058,永吉股份,11.56,2.57%,0.29,12.9万手,1053手,11.56,11.57,0.00%,3.11%,1.47亿,亏损 ①,纸包装,11.79,11.12,11.33,11.27,5.94%,1.23,17.14%,484手,11.45,6.10万手,6.76万手,0.9,12手,155手,4.05,4.15亿,47.9亿元,4.14亿,47.8亿元,1.23%,-6.17%,7.50%,15.73%
436,'600350,山东高速,11.56,2.57%,0.29,7.95万手,770手,11.55,11.56,-0.34%,0.16%,9161万,16.74 ①,铁路公路,11.65,11.17,11.17,11.27,4.26%,1.26,-53.20%,-452手,11.52,3.58万手,4.38万手,0.82,122手,48手,1.82,48.3亿,559亿元,48.3亿,559亿元,5.09%,3.21%,0.45%,0.82%
437,'600121,郑州煤电,4.39,2.57%,0.11,66.0万手,9012手,4.39,4.4,0.23%,5.42%,2.86亿,亏损 ①,煤炭开采,4.4,4.2,4.27,4.28,4.67%,1.26,-33.99%,-1.75万手,4.34,26.6万手,39.5万手,0.67,2948手,2.14万手,7.27,12.2亿,53.5亿元,12.2亿,53.5亿元,5.02%,3.78%,13.81%,26.91%
438,'601616,广电电气,4.8,2.56%,0.12,31.7万手,2610手,4.8,4.81,-0.21%,3.72%,1.50亿,亏损 ①,电力设备,4.81,4.59,4.68,4.68,4.70%,0.74,-17.07%,-3924手,4.72,13.6万手,18.1万手,0.75,4895手,1351手,1.72,8.54亿,41.0亿元,8.54亿,41.0亿元,4.12%,2.35%,11.58%,28.77%
439,'603021,*ST华鹏,6.84,2.55%,0.17,9.46万手,376手,6.84,6.85,-0.29%,2.96%,6372万,亏损 ①,轻工制造,7,6.46,6.6,6.67,8.10%,1.06,-19.40%,-258手,6.74,4.55万手,4.90万手,0.93,279手,225手,-10.59,3.20亿,21.9亿元,3.20亿,21.9亿元,-7.19%,0.59%,7.96%,16.94%
440,'600098,广州发展,7.65,2.55%,0.19,54.6万手,3962手,7.64,7.65,0.00%,1.56%,4.13亿,12.52 ①,电力,7.71,7.36,7.46,7.46,4.69%,1.07,16.35%,2456手,7.56,25.4万手,29.2万手,0.87,3516手,331手,0.97,35.1亿,268亿元,35.1亿,268亿元,4.94%,6.99%,3.97%,8.86%
441,'603819,神力股份,14.5,2.55%,0.36,8.24万手,852手,14.5,14.52,0.14%,3.79%,1.17亿,114.55 ①,电力设备,14.57,13.9,14.14,14.14,4.74%,0.96,54.29%,708手,14.21,4.14万手,4.10万手,1.01,279手,45手,3.89,2.18亿,31.6亿元,2.18亿,31.6亿元,1.05%,-4.42%,12.84%,23.58%
442,'688699,明微电子,65.66,2.55%,1.63,5.98万手,502手,65.66,65.7,0.23%,5.44%,3.82亿,76.29 ①,半导体,66.19,61.53,63.69,64.03,7.28%,0.86,47.43%,92手,63.88,2.69万手,3.30万手,0.82,7手,2手,5.95,1.10亿,72.3亿元,1.10亿,72.3亿元,3.48%,-3.21%,17.42%,37.10%
