序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
1646,'002798,帝欧水华,8.14,-2.05%,-0.17,12.0万手,1121手,8.14,8.15,0.00%,2.47%,9762万,亏损 ①,轻工制造,8.34,8.07,8.31,8.31,3.25%,0.67,-13.16%,-449手,8.15,7.65万手,4.32万手,1.77,84手,1089手,2.59,5.55亿,45.2亿元,4.84亿,39.4亿元,-1.45%,-4.01%,9.37%,21.06%
1647,'002797,第一创业,7.49,-0.66%,-0.05,107万手,6777手,7.49,7.5,0.00%,2.55%,7.99亿,39.90 ①,非银金融,7.58,7.37,7.53,7.54,2.79%,0.68,-5.88%,-2039手,7.45,62.7万手,44.4万手,1.41,2675手,1304手,1.78,42.0亿,315亿元,42.0亿,315亿元,-2.35%,-4.59%,8.63%,21.37%
1648,'002796,世嘉科技,48.41,5.79%,2.65,16.4万手,3913手,48.4,48.41,-0.45%,7.19%,7.50亿,亏损 ①,通信设备,48.7,43.85,45.46,45.76,10.60%,0.81,-17.37%,-37手,45.82,8.71万手,7.66万手,1.14,1手,81手,14.5,2.52亿,122亿元,2.28亿,110亿元,-4.61%,-18.47%,21.58%,51.39%
1649,'002795,永和智控,9.51,-2.06%,-0.2,27.5万手,1160手,9.5,9.51,0.11%,6.34%,2.63亿,15.44 ①,通用设备,9.88,9.42,9.63,9.71,4.74%,0.82,36.86%,1465手,9.57,14.4万手,13.2万手,1.09,1035手,206手,9.42,4.42亿,42.0亿元,4.34亿,41.3亿元,-1.65%,0.32%,24.66%,45.06%
1650,'002793,罗欣药业,4.68,-5.84%,-0.29,47.0万手,3297手,4.68,4.69,-0.21%,4.33%,2.22亿,52.69 ①,化学制剂,5,4.51,4.97,4.97,9.86%,1.55,22.33%,3698手,4.72,25.2万手,21.9万手,1.15,1909手,2692手,4.63,10.9亿,50.9亿元,10.9亿,50.8亿元,-10.34%,-15.68%,8.99%,18.31%
1651,'002792,通宇通讯,48.33,-3.86%,-1.94,40.1万手,3518手,48.33,48.34,0.00%,11.88%,19.6亿,亏损 ①,通信设备,50.85,47.5,50.36,50.27,6.66%,0.77,53.34%,2572手,48.77,22.6万手,17.5万手,1.29,2970手,193手,8.98,5.24亿,253亿元,3.38亿,163亿元,-1.53%,-8.83%,40.87%,88.91%
1652,'002791,坚朗五金,17.25,0.29%,0.05,4.17万手,447手,17.24,17.25,0.06%,1.92%,7152万,亏损 ①,建筑材料,17.35,16.95,17.16,17.2,2.33%,0.75,13.95%,178手,17.14,2.26万手,1.91万手,1.19,213手,39手,1.14,3.54亿,61.0亿元,2.18亿,37.6亿元,-5.89%,-11.22%,7.72%,14.62%
1653,'002790,瑞尔特,7.15,0.28%,0.02,3.42万手,318手,7.15,7.16,-0.14%,1.31%,2444万,838.14 ①,轻工制造,7.25,7.07,7.12,7.13,2.52%,0.78,-27.39%,-252手,7.15,1.76万手,1.66万手,1.06,52手,71手,1.45,4.18亿,29.9亿元,2.61亿,18.6亿元,-0.56%,-4.67%,4.76%,9.70%
1654,'002789,*ST建艺,13.63,0.44%,0.06,1.86万手,284手,13.63,13.69,-0.44%,1.19%,2541万,亏损 ①,建筑装饰,14.01,13.51,13.88,13.57,3.68%,0.39,46.51%,193手,13.66,1.13万手,7277手,1.56,109手,10手,14.31,1.60亿,21.8亿元,1.56亿,21.3亿元,-6.96%,-0.66%,7.23%,16.47%
1655,'002788,鹭燕医药,13.07,0.62%,0.08,19.7万手,2351手,13.07,13.08,-0.08%,5.16%,2.56亿,18.69 ①,医药流通,13.25,12.76,13.05,12.99,3.77%,0.5,8.13%,429手,13,11.4万手,8.30万手,1.37,814手,897手,1.5,3.89亿,50.8亿元,3.82亿,49.9亿元,-3.40%,-9.30%,16.16%,56.87%
1656,'002787,华源控股,25.62,-1.20%,-0.31,19.3万手,3028手,25.62,25.63,0.16%,7.68%,4.88亿,83.86 ①,轻工制造,26.1,24.82,25.41,25.93,4.94%,0.66,16.65%,177手,25.35,10.3万手,8.95万手,1.15,116手,20手,4.65,3.35亿,85.9亿元,2.51亿,64.3亿元,-4.08%,10.29%,26.91%,65.75%
1657,'002786,银宝山新,8.78,-1.13%,-0.1,38.3万手,2494手,8.78,8.79,-0.11%,7.76%,3.38亿,75.71 ①,专用设备,9.12,8.52,8.65,8.88,6.76%,1.56,34.09%,2429手,8.81,20.4万手,17.9万手,1.14,2861手,172手,21.84,4.96亿,43.5亿元,4.94亿,43.4亿元,11.00%,8.66%,26.01%,32.63%
1658,'002785,万里石,51.48,-8.01%,-4.48,23.5万手,2719手,51.47,51.48,0.00%,12.16%,12.5亿,4854.38 ①,建筑材料,57.3,50.36,56,55.96,12.40%,2.64,-62.37%,-1359手,52.97,12.5万手,11.0万手,1.14,10手,15手,14.67,2.27亿,117亿元,1.93亿,99.6亿元,-5.28%,-8.88%,21.44%,35.18%
1659,'002783,凯龙股份,8.52,0.12%,0.01,8.29万手,579手,8.51,8.52,0.00%,1.80%,7020万,110.27 ①,化学制品,8.65,8.37,8.51,8.51,3.29%,0.69,-17.20%,-455手,8.47,4.11万手,4.18万手,0.98,154手,344手,1.6,4.99亿,42.5亿元,4.61亿,39.3亿元,-1.39%,-5.65%,6.02%,14.84%
1660,'002782,可立克,27.59,10.01%,2.51,29.7万手,174手,27.59,--,0.00%,6.11%,7.92亿,134.34 ①,其他电子Ⅲ,27.59,24.86,25,25.08,10.89%,0.87,100.00%,5.16万手,26.62,13.1万手,16.6万手,0.79,4.96万手,0手,6.11,4.96亿,137亿元,4.87亿,134亿元,3.88%,24.17%,20.17%,41.40%
1661,'002781,奇信退,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.25亿,--,2.24亿,--,--,--,--,--
1662,'002780,三夫户外,16.03,-1.05%,-0.17,3.95万手,272手,16.02,16.03,0.00%,3.02%,6328万,21.61 ①,服装家纺,16.35,15.77,16.23,16.2,3.58%,0.64,-22.26%,-67手,16.04,2.10万手,1.85万手,1.14,62手,4手,3.23,1.65亿,26.5亿元,1.31亿,20.9亿元,-3.26%,-6.91%,11.88%,26.73%
1663,'002779,中坚科技,73.9,0.07%,0.05,2.07万手,167手,73.9,73.91,-0.18%,1.25%,1.52亿,119.17 ①,专用设备,74.2,72.27,74.2,73.85,2.61%,0.68,33.33%,44手,73.24,1.03万手,1.05万手,0.98,22手,4手,14.52,1.85亿,137亿元,1.66亿,123亿元,-0.51%,-4.90%,4.39%,10.50%
1664,'002778,中晟高科,19.36,-0.21%,-0.04,3.13万手,203手,19.35,19.36,0.00%,2.53%,6116万,亏损 ①,水务及水治理,20,19.19,19.61,19.4,4.18%,1.13,-11.64%,-54手,19.55,1.58万手,1.55万手,1.02,34手,21手,7.53,1.25亿,24.2亿元,1.23亿,23.9亿元,-2.07%,-5.38%,6.05%,13.75%
1665,'002777,久远银海,17.19,3.49%,0.58,17.6万手,2204手,17.19,17.2,-0.06%,4.36%,2.98亿,149.51 ①,IT服务Ⅲ,17.28,16.51,16.55,16.61,4.64%,1.03,27.91%,1176手,16.93,7.77万手,9.85万手,0.79,372手,317手,4.13,4.08亿,70.2亿元,4.05亿,69.5亿元,2.81%,5.33%,11.12%,25.56%
1666,'002776,*ST柏龙,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.38亿,--,5.38亿,--,--,--,--,--
1667,'002775,文科股份,4.09,3.28%,0.13,22.8万手,1598手,4.08,4.09,0.00%,3.99%,9264万,亏损 ①,建筑装饰,4.16,3.98,4,3.96,4.55%,1.86,-62.97%,-5371手,4.06,10.7万手,12.1万手,0.88,81手,259手,-52.38,6.36亿,26.0亿元,5.72亿,23.4亿元,4.87%,2.76%,9.36%,14.70%
1668,'002774,快意电梯,12.56,-2.86%,-0.37,7.53万手,326手,12.55,12.56,0.08%,2.67%,9484万,亏损 ①,专用设备,13.16,12.38,12.81,12.93,6.03%,0.71,16.74%,197手,12.6,4.47万手,3.06万手,1.46,596手,121手,3.48,3.37亿,42.3亿元,2.82亿,35.4亿元,-5.14%,-1.95%,10.42%,21.47%
1669,'002773,康弘药业,21.85,1.68%,0.36,6.46万手,862手,21.84,21.85,-0.14%,0.94%,1.41亿,16.37 ①,生物制品,22.05,21.44,21.44,21.49,2.84%,0.7,7.78%,73手,21.81,3.54万手,2.92万手,1.22,165手,156手,2.1,9.21亿,201亿元,6.87亿,150亿元,-2.80%,-9.22%,3.46%,7.68%
1670,'002772,众兴菌业,15.16,0.66%,0.1,5.14万手,564手,15.16,15.17,0.00%,1.38%,7767万,8.73 ①,食用菌,15.25,14.96,15.22,15.06,1.93%,0.63,-22.42%,-340手,15.1,2.58万手,2.57万手,1,44手,40手,1.56,3.75亿,56.8亿元,3.72亿,56.3亿元,-1.30%,-5.96%,5.21%,12.33%
1671,'002771,真视通,14.71,1.10%,0.16,7.44万手,1450手,14.71,14.72,0.07%,4.26%,1.09亿,亏损 ①,IT服务Ⅲ,14.92,14.4,14.5,14.55,3.57%,0.88,10.50%,212手,14.66,3.78万手,3.66万手,1.03,778手,14手,5.21,2.10亿,30.9亿元,1.75亿,25.7亿元,0.96%,-3.41%,13.32%,28.54%
1672,'002770,科迪退,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.9亿,--,6.06亿,--,--,--,--,--
1673,'002769,普路通,8.94,-0.56%,-0.05,5.93万手,942手,8.94,8.95,0.00%,1.59%,5300万,223.73 ①,端到端供应链服务,9.08,8.82,9,8.99,2.89%,0.55,0.89%,28手,8.94,3.20万手,2.74万手,1.17,283手,425手,2.84,3.73亿,33.4亿元,3.73亿,33.3亿元,-1.43%,-10.96%,5.08%,16.18%
1674,'002768,国恩股份,64,2.12%,1.33,3.95万手,365手,63.99,64,0.05%,2.23%,2.48亿,18.78 ①,改性塑料,64.12,61.53,62.8,62.67,4.13%,0.7,15.52%,18手,62.94,2.04万手,1.91万手,1.07,8手,3手,2.8,3.01亿,193亿元,1.77亿,113亿元,4.52%,5.72%,10.68%,18.21%
1675,'002767,先锋电子,19.72,-1.45%,-0.29,2.57万手,250手,19.72,19.73,0.05%,1.98%,5075万,2220.86 ①,通用设备,20.11,19.43,20.01,20.01,3.40%,1.09,28.96%,433手,19.72,1.36万手,1.21万手,1.12,14手,436手,3.43,1.50亿,29.6亿元,1.30亿,25.7亿元,-1.65%,-6.81%,4.82%,11.06%
1676,'002766,索菱股份,4.86,1.67%,0.08,17.9万手,1361手,4.86,4.87,0.21%,2.09%,8642万,亏损 ①,汽车电子电气系统,4.87,4.76,4.78,4.78,2.30%,0.92,-69.05%,-1.41万手,4.83,8.57万手,9.31万手,0.92,610手,5861手,3.94,8.64亿,42.0亿元,8.57亿,41.6亿元,2.97%,-0.21%,6.52%,13.49%
1677,'002765,蓝黛科技,9.56,-1.14%,-0.11,11.2万手,910手,9.55,9.56,0.10%,1.87%,1.07亿,81.81 ①,底盘与发动机系统,9.77,9.5,9.75,9.67,2.79%,0.91,-0.18%,-9手,9.58,6.68万手,4.49万手,1.49,430手,49手,2.34,6.52亿,62.3亿元,5.96亿,57.0亿元,0.63%,-3.53%,6.96%,12.16%
1678,'002763,汇洁股份,8.77,4.28%,0.36,15.1万手,2085手,8.77,8.78,-0.11%,4.96%,1.31亿,9.80 ①,非运动服装,8.85,8.41,8.44,8.41,5.23%,0.77,-63.38%,-3476手,8.67,7.33万手,7.74万手,0.95,392手,297手,1.9,4.10亿,36.0亿元,3.04亿,26.6亿元,-3.31%,-3.09%,16.83%,37.25%
1679,'002762,*ST金比,8.73,1.99%,0.17,2.60万手,200手,8.72,8.73,0.00%,1.23%,2257万,6519.80 ①,非运动服装,8.8,8.5,8.58,8.56,3.50%,0.68,0.08%,1手,8.67,9869手,1.62万手,0.61,5手,206手,4.62,3.54亿,30.9亿元,2.11亿,18.5亿元,-4.28%,-5.11%,5.63%,10.32%
1680,'002761,浙江建投,8.44,1.08%,0.09,8.68万手,1657手,8.44,8.45,-0.12%,0.80%,7276万,9.58 ①,建筑装饰,8.45,8.32,8.35,8.35,1.56%,0.78,-2.37%,-143手,8.38,4.59万手,4.09万手,1.12,1404手,1241手,1.29,13.2亿,112亿元,10.8亿,91.3亿元,-1.75%,-4.09%,2.84%,5.94%
1681,'002760,凤形股份,24.97,-2.73%,-0.7,13.0万手,1272手,24.97,24.98,-0.08%,12.07%,3.32亿,101.19 ①,磨具磨料,26.5,24.9,25.05,25.67,6.23%,0.88,36.73%,147手,25.5,6.93万手,6.11万手,1.13,47手,4手,3.22,1.08亿,27.0亿元,1.08亿,27.0亿元,1.05%,5.72%,41.04%,80.70%
1682,'002759,天际股份,35.2,-1.15%,-0.41,28.6万手,2939手,35.19,35.2,0.00%,5.70%,9.98亿,22.37 ①,电力设备,35.43,34.42,35.39,35.61,2.84%,0.59,-5.08%,-117手,34.92,15.7万手,12.9万手,1.22,385手,745手,5.06,5.01亿,176亿元,5.01亿,176亿元,-1.32%,-7.83%,26.11%,54.03%
1683,'002758,浙农股份,8.83,1.26%,0.11,5.25万手,215手,8.83,8.84,0.00%,1.01%,4624万,21.15 ①,综合,8.92,8.7,8.72,8.72,2.52%,0.69,11.25%,301手,8.82,2.37万手,2.87万手,0.83,203手,74手,0.88,5.19亿,45.8亿元,5.18亿,45.8亿元,0.91%,-2.11%,3.75%,8.30%
1684,'002757,南兴股份,29.29,-2.14%,-0.64,22.5万手,1877手,29.29,29.3,0.21%,7.99%,6.63亿,49.82 ①,专用设备,30.38,28.9,29.52,29.93,4.94%,0.79,20.00%,97手,29.42,11.7万手,10.8万手,1.08,127手,62手,4.2,2.95亿,86.5亿元,2.82亿,82.6亿元,-8.75%,-6.39%,26.42%,58.30%
1685,'002756,永兴材料,71.18,-4.20%,-3.12,19.9万手,1266手,71.17,71.18,0.00%,5.14%,14.1亿,19.62 ①,锂,73.51,69.2,73,74.3,5.80%,0.96,-63.90%,-618手,70.66,10.5万手,9.43万手,1.11,47手,95手,2.91,5.39亿,384亿元,3.87亿,276亿元,-3.33%,-10.61%,14.99%,32.07%
1686,'002755,奥赛康,16.13,1.26%,0.2,7.82万手,585手,16.13,16.14,0.00%,0.84%,1.26亿,44.31 ①,化学制剂,16.19,15.83,15.83,15.93,2.26%,0.57,-37.65%,-803手,16.06,3.61万手,4.22万手,0.86,121手,169手,4.54,9.28亿,150亿元,9.28亿,150亿元,-4.16%,-8.51%,3.78%,8.29%
1687,'002753,永东股份,6.91,-0.29%,-0.02,4.62万手,231手,6.91,6.92,0.00%,1.90%,3183万,555.08 ①,橡胶,6.99,6.78,6.94,6.93,3.03%,0.68,-21.87%,-543手,6.89,2.43万手,2.19万手,1.11,202手,387手,1.12,4.29亿,29.6亿元,2.43亿,16.8亿元,-1.14%,-4.82%,7.29%,15.93%
1688,'002752,昇兴股份,7.55,5.01%,0.36,42.5万手,5764手,7.55,7.56,0.00%,4.36%,3.18亿,12.17 ①,轻工制造,7.7,7.17,7.19,7.19,7.37%,1.95,0.57%,47手,7.49,20.7万手,21.9万手,0.94,1419手,1572手,2,9.77亿,73.8亿元,9.76亿,73.7亿元,4.43%,1.48%,8.80%,15.54%
1689,'002751,易尚退,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.55亿,--,1.30亿,--,--,--,--,--
1690,'002750,龙津退,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.00亿,--,3.99亿,--,--,--,--,--
1691,'002749,国光股份,11.96,-0.33%,-0.04,1.71万手,401手,11.96,11.97,0.00%,0.38%,2056万,23.19 ①,农化制品,12.11,11.95,12.07,12,1.33%,1.12,20.32%,271手,12.01,9752手,7370手,1.32,58手,41手,2.99,4.66亿,55.8亿元,4.54亿,54.3亿元,-2.21%,-5.83%,1.10%,2.06%
1692,'002748,世龙实业,12.08,-1.15%,-0.14,4.55万手,114手,12.08,12.1,0.00%,1.90%,5518万,18.83 ①,化学原料,12.34,11.9,12.22,12.22,3.60%,0.82,-7.18%,-65手,12.11,2.43万手,2.13万手,1.14,230手,39手,2.03,2.40亿,29.0亿元,2.40亿,29.0亿元,-2.27%,-5.25%,5.91%,13.43%
1693,'002747,埃斯顿,26.86,3.03%,0.79,60.0万手,6907手,26.85,26.86,0.07%,7.66%,15.9亿,66.42 ①,机器人,26.96,25.8,26,26.07,4.45%,1.17,12.47%,900手,26.6,28.4万手,31.5万手,0.9,2504手,515手,8.03,9.68亿,260亿元,7.82亿,210亿元,13.14%,10.85%,28.42%,40.42%
1694,'002746,仙坛股份,6.39,2.08%,0.13,16.2万手,1607手,6.38,6.39,-0.16%,2.28%,1.03亿,20.74 ①,养殖业,6.41,6.25,6.28,6.26,2.56%,1.12,-7.10%,-610手,6.34,7.92万手,8.27万手,0.96,1103手,94手,1.18,8.61亿,55.0亿元,7.10亿,45.3亿元,0.00%,-0.16%,6.19%,12.45%
1695,'002745,木林森,9.72,0.73%,0.07,32.8万手,1532手,9.71,9.72,0.00%,3.08%,3.16亿,8.61 ①,LED,9.75,9.48,9.59,9.65,2.80%,0.58,-19.38%,-952手,9.63,16.7万手,16.1万手,1.04,379手,502手,1.22,14.8亿,144亿元,10.6亿,103亿元,-3.38%,1.25%,11.36%,29.78%
1696,'002743,富煌钢构,5.36,-0.74%,-0.04,9.82万手,1545手,5.35,5.36,-0.19%,2.26%,5260万,亏损 ①,建筑装饰,5.44,5.27,5.42,5.4,3.15%,0.95,33.16%,1167手,5.35,5.42万手,4.40万手,1.23,74手,320手,1.01,4.35亿,23.3亿元,4.35亿,23.3亿元,0.37%,-2.19%,7.66%,14.19%
1697,'002742,三圣股份,4.56,-1.72%,-0.08,7.67万手,850手,4.55,4.56,0.44%,1.46%,3503万,亏损 ①,化学制剂,4.67,4.53,4.67,4.64,3.02%,0.5,51.37%,5971手,4.57,4.65万手,3.02万手,1.54,282手,679手,19.46,6.84亿,31.2亿元,5.24亿,23.9亿元,-5.00%,-7.69%,5.17%,16.24%
1698,'002741,光华科技,23.12,-3.26%,-0.78,30.6万手,3383手,23.12,23.13,0.00%,7.18%,7.07亿,65.33 ①,电子化学品Ⅱ,23.68,22.75,23.6,23.9,3.89%,0.93,1.76%,73手,23.11,16.2万手,14.4万手,1.12,266手,480手,5.43,4.65亿,108亿元,4.26亿,98.6亿元,1.49%,1.58%,22.58%,45.75%
1699,'002740,*ST爱迪,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.54亿,--,4.13亿,--,--,--,--,--
1700,'002739,儒意电影,9.57,1.48%,0.14,49.6万手,2265手,9.56,9.57,0.00%,2.36%,4.75亿,58.13 ①,影视院线,9.76,9.43,9.5,9.43,3.50%,1.27,-38.81%,-6287手,9.59,22.5万手,27.1万手,0.83,2795手,757手,2.65,21.1亿,202亿元,21.0亿,201亿元,5.40%,0.21%,6.36%,11.62%
1701,'002737,葵花药业,13.21,-0.08%,-0.01,3.29万手,255手,13.21,13.22,-0.30%,0.56%,4371万,17.49 ①,中药Ⅱ,13.41,13.19,13.25,13.22,1.66%,0.76,39.44%,284手,13.29,1.67万手,1.62万手,1.03,114手,9手,1.95,5.84亿,77.1亿元,5.84亿,77.1亿元,-2.22%,-4.07%,1.78%,4.26%
1702,'002736,国信证券,10.33,0.88%,0.09,20.9万手,2903手,10.33,10.34,-0.10%,0.22%,2.15亿,12.57 ①,非银金融,10.35,10.2,10.25,10.24,1.46%,0.6,-18.22%,-2893手,10.27,10.4万手,10.5万手,0.99,2502手,1216手,1.05,102亿,1058亿元,96.1亿,993亿元,-2.64%,-4.44%,0.88%,2.02%
1703,'002735,王子新材,14.14,-0.56%,-0.08,15.6万手,682手,14.13,14.14,0.00%,5.48%,2.18亿,131.56 ①,轻工制造,14.36,13.7,14.19,14.22,4.64%,1.34,33.61%,810手,13.97,8.72万手,6.89万手,1.26,860手,212手,3.4,3.75亿,53.1亿元,2.85亿,40.3亿元,-3.28%,-8.24%,14.01%,25.98%
1704,'002734,利民股份,17.07,-1.67%,-0.29,11.4万手,1026手,17.06,17.07,0.06%,2.62%,1.94亿,15.37 ①,农化制品,17.38,16.91,17.26,17.36,2.71%,0.72,60.74%,2175手,17.07,7.63万手,3.74万手,2.04,861手,51手,1.98,4.76亿,81.2亿元,4.34亿,74.1亿元,-1.33%,-3.50%,9.45%,20.84%
1705,'002733,雄韬股份,25.64,-2.14%,-0.56,14.2万手,1287手,25.63,25.64,0.00%,3.85%,3.63亿,116.41 ①,电力设备,26.45,25.23,26.22,26.2,4.66%,0.76,-55.21%,-503手,25.55,7.20万手,7.00万手,1.03,2手,228手,3.62,3.84亿,98.5亿元,3.69亿,94.6亿元,-5.11%,-11.13%,13.65%,29.17%
1706,'002732,燕塘乳业,15.69,0.45%,0.07,1.43万手,114手,15.69,15.71,0.00%,0.92%,2256万,12468.75 ①,乳品,15.9,15.58,15.68,15.62,2.05%,0.9,-74.22%,-213手,15.73,7295手,7049手,1.03,10手,31手,1.64,1.57亿,24.7亿元,1.57亿,24.6亿元,-0.70%,-3.45%,2.99%,6.01%
1707,'002731,ST萃华,--,--,--,--,--,--,--,--,--,--,4.81 ③,钟表珠宝,--,--,--,4.35,--,--,--,--,--,--,--,--,--,--,0.6,2.56亿,11.1亿元,2.30亿,9.99亿元,--,--,--,--
1708,'002730,电光科技,32.58,0.09%,0.03,12.7万手,1766手,32.58,32.59,0.06%,3.68%,4.14亿,134.92 ①,专用设备,33.29,32.05,32.45,32.55,3.81%,0.55,-19.85%,-157手,32.58,6.61万手,6.11万手,1.08,237手,227手,7.15,3.62亿,118亿元,3.46亿,113亿元,-1.30%,-7.05%,12.82%,37.21%
1709,'002729,好利科技,21.58,2.42%,0.51,20.6万手,4311手,21.57,21.58,0.19%,11.76%,4.41亿,102.88 ①,其他电子Ⅲ,21.7,20.71,21.27,21.07,4.70%,1.31,54.38%,1290手,21.37,10.8万手,9.81万手,1.1,295手,113手,6.97,1.83亿,39.5亿元,1.75亿,37.9亿元,13.52%,4.66%,40.38%,56.80%
1710,'002728,特一药业,9.49,0.11%,0.01,6.75万手,1084手,9.48,9.49,0.00%,2.03%,6401万,47.27 ①,中药Ⅱ,9.56,9.41,9.47,9.48,1.58%,0.59,-39.67%,-1845手,9.48,3.52万手,3.23万手,1.09,464手,718手,2.64,5.13亿,48.7亿元,3.32亿,31.5亿元,-2.06%,-8.49%,7.41%,19.42%
1711,'002727,一心堂,12.42,0.73%,0.09,6.03万手,985手,12.41,12.42,-0.08%,1.54%,7485万,10.34 ①,线下药店,12.5,12.27,12.33,12.33,1.87%,0.63,34.43%,1194手,12.4,3.25万手,2.79万手,1.17,515手,12手,0.97,5.86亿,72.7亿元,3.93亿,48.8亿元,-4.75%,-3.87%,7.03%,13.68%
1712,'002726,ST龙大,1.83,0.55%,0.01,76.7万手,1.02万手,1.83,1.84,-0.54%,7.11%,1.37亿,亏损 ①,肉制品,1.88,1.73,1.73,1.82,8.24%,1.43,-37.84%,-2.14万手,1.79,23.5万手,53.2万手,0.44,4238手,2232手,3.78,10.8亿,19.7亿元,10.8亿,19.7亿元,-9.41%,-21.46%,12.15%,32.03%
1713,'002725,跃岭股份,16.94,-0.18%,-0.03,8.55万手,753手,16.93,16.94,0.00%,3.99%,1.44亿,亏损 ①,汽车,17.09,16.52,16.76,16.97,3.36%,0.82,-54.42%,-738手,16.84,3.92万手,4.64万手,0.84,96手,216手,4.44,2.56亿,43.4亿元,2.14亿,36.3亿元,-0.99%,-2.98%,11.36%,28.20%
1714,'002724,海洋王,5.86,0.86%,0.05,6.71万手,673手,5.85,5.86,0.17%,1.18%,3896万,亏损 ①,照明设备Ⅱ,5.87,5.75,5.81,5.81,2.07%,0.67,-28.06%,-1999手,5.81,3.20万手,3.50万手,0.91,1994手,1952手,1.64,7.71亿,45.2亿元,5.68亿,33.3亿元,0.86%,-5.48%,4.28%,10.06%
1715,'002723,小崧股份,9.34,3.32%,0.3,24.4万手,2237手,9.34,9.35,0.00%,7.68%,2.24亿,亏损 ①,照明设备Ⅱ,9.55,8.97,9.23,9.04,6.42%,0.89,-13.87%,-558手,9.21,12.8万手,11.5万手,1.11,563手,145手,4.23,3.32亿,31.0亿元,3.17亿,29.6亿元,-6.04%,1.74%,26.13%,51.01%
1716,'002722,物产金轮,15.26,0.20%,0.03,2.80万手,206手,15.25,15.26,-0.07%,1.26%,4251万,20.57 ①,专用设备,15.36,15.03,15.26,15.23,2.17%,0.82,-11.18%,-118手,15.18,1.48万手,1.32万手,1.12,154手,18手,1.14,2.22亿,33.9亿元,2.22亿,33.9亿元,-0.20%,-3.17%,4.21%,8.92%
1717,'002721,金一文化,2.95,-1.99%,-0.06,43.7万手,5080手,2.94,2.95,-0.34%,1.64%,1.28亿,57.97 ①,钟表珠宝,3,2.89,2.99,3.01,3.65%,0.9,2.84%,958手,2.93,26.6万手,17.1万手,1.56,1770手,1225手,3.65,26.6亿,78.5亿元,26.6亿,78.5亿元,2.08%,-3.59%,5.95%,10.78%
1718,'002719,ST麦趣,8.11,2.14%,0.17,8.15万手,1641手,8.1,8.11,0.12%,5.03%,6558万,亏损 ①,休闲食品,8.13,7.94,7.94,7.94,2.39%,0.52,-1.10%,-52手,8.05,3.60万手,4.54万手,0.79,625手,1043手,12.95,1.74亿,14.1亿元,1.62亿,13.1亿元,0.25%,3.58%,21.47%,53.78%
1719,'002718,友邦吊顶,79.25,3.92%,2.99,1.47万手,96手,79.16,79.26,0.11%,1.57%,1.15亿,2799.77 ①,建筑材料,79.33,75.4,76.26,76.26,5.15%,0.66,-57.89%,-220手,77.74,6004手,8745手,0.69,66手,2手,11.15,1.29亿,103亿元,9398万,74.5亿元,5.54%,1.02%,4.56%,13.55%
1720,'002717,*ST岭南,1.17,-0.85%,-0.01,64.8万手,9671手,1.17,1.18,0.00%,3.77%,7518万,亏损 ①,建筑装饰,1.2,1.13,1.14,1.18,5.93%,1.14,-7.02%,-1.07万手,1.16,31.5万手,33.3万手,0.95,1.38万手,1.27万手,-1.44,18.2亿,21.3亿元,17.2亿,20.1亿元,-10.69%,-15.22%,12.28%,20.35%
1721,'002716,湖南白银,10.52,-1.87%,-0.2,120万手,1.14万手,10.52,10.53,-0.09%,5.16%,12.6亿,47.74 ①,白银,10.82,10.28,10.75,10.72,5.04%,0.6,-15.86%,-3434手,10.47,71.1万手,48.8万手,1.46,4401手,2909手,7.32,28.2亿,297亿元,23.2亿,245亿元,-10.85%,-15.37%,20.41%,47.81%
1722,'002715,登云股份,17.35,-0.46%,-0.08,4.73万手,472手,17.32,17.35,0.46%,3.43%,8182万,90.43 ①,底盘与发动机系统,17.54,17.06,17.45,17.43,2.75%,0.79,66.62%,491手,17.29,2.50万手,2.23万手,1.12,20手,32手,5.15,1.38亿,23.9亿元,1.38亿,23.9亿元,0.58%,-2.09%,11.05%,25.01%
1723,'002714,牧原股份,40.3,-0.32%,-0.13,43.6万手,3046手,40.29,40.3,0.05%,1.15%,17.5亿,亏损 ①,养殖业,41.05,39.58,40.88,40.43,3.64%,0.8,36.69%,862手,40.12,24.8万手,18.8万手,1.32,217手,528手,2.7,57.7亿,2327亿元,38.0亿,1531亿元,-5.47%,-9.07%,4.29%,8.31%
