股票代码,股票名称,总市值(亿),爆量日期,爆量倍数,涨幅(%),爆量金额(万元)
002759.SZ,天际股份,176.00,20260722,38.49,8.41,121.26
001388.SZ,信通电子,61.30,20260720,8.56,8.00,57.00
300006.SZ,莱美药业,63.10,20260722,5.30,16.59,57.51
000815.SZ,美利云,147.00,20260722,4.43,10.03,144.79
688049.SH,炬芯科技,91.80,20260722,3.34,15.09,96.34
300643.SZ,万通智控,43.60,20260722,2.83,6.92,57.69
301012.SZ,扬电科技,76.30,20260722,2.70,8.22,100.41
601168.SH,西部矿业,721.00,20260722,2.51,7.76,494.78
