股票代码,股票名称,最低收盘价,最高收盘价,涨幅
301328.SZ,维峰电子,45.75,63.22,38.19%
301115.SZ,联检科技,24.12,33.32,38.14%
688115.SH,思林杰,51.95,71.76,38.13%
002248.SZ,华东数控,8.82,12.17,37.98%
002975.SZ,博杰股份,76.92,106.01,37.82%
688669.SH,聚石化学,57.18,78.76,37.74%
688025.SH,杰普特,301.30,415.00,37.74%
603990.SH,麦迪科技,17.96,24.73,37.69%
301165.SZ,锐捷网络,107.59,148.00,37.56%
301045.SZ,天禄科技,52.80,72.57,37.44%
300548.SZ,长芯博创,159.43,219.00,37.36%
603011.SH,合锻智能,19.44,26.68,37.24%
002971.SZ,和远气体,34.09,46.78,37.22%
301326.SZ,捷邦科技,81.80,111.89,36.78%
002951.SZ,金时科技,13.65,18.66,36.70%
301234.SZ,五洲医疗,68.80,94.05,36.70%
300725.SZ,药石科技,40.12,54.79,36.57%
301602.SZ,超研股份,14.94,20.40,36.55%
001210.SZ,金房能源,18.90,25.80,36.51%
688378.SH,奥来德,36.95,50.36,36.29%
688233.SH,神工股份,91.05,123.94,36.12%
688026.SH,洁特生物,13.63,18.55,36.10%
603790.SH,雅运股份,20.80,28.29,36.01%
688352.SH,颀中科技,14.74,20.03,35.89%
000593.SZ,德龙汇能,20.47,27.80,35.81%
300868.SZ,杰美特,71.88,97.50,35.64%
002859.SZ,洁美科技,60.00,81.32,35.53%
688655.SH,迅捷兴,31.57,42.78,35.51%
688105.SH,诺唯赞,18.46,24.97,35.27%
603078.SH,江化微,28.25,38.20,35.22%
300394.SZ,天孚通信,212.00,286.56,35.17%
301021.SZ,英诺激光,56.20,75.80,34.88%
300666.SZ,江丰电子,200.08,269.82,34.86%
301285.SZ,鸿日达,65.30,87.99,34.75%
002724.SZ,海洋王,5.33,7.18,34.71%
688710.SH,益诺思,74.30,100.04,34.64%
300907.SZ,康平科技,37.97,51.10,34.58%
688607.SH,康众医疗,36.49,49.10,34.56%
000506.SZ,招金黄金,14.82,19.94,34.55%
301148.SZ,嘉戎技术,44.43,59.76,34.50%
300518.SZ,新迅达,18.70,25.15,34.49%
688627.SH,精智达,403.00,542.00,34.49%
600363.SH,联创光电,20.36,27.38,34.48%
002589.SZ,瑞康医药,2.76,3.71,34.42%
002842.SZ,翔鹭钨业,31.42,42.22,34.37%
002792.SZ,通宇通讯,28.75,38.63,34.37%
600397.SH,江钨装备,13.95,18.74,34.34%
301183.SZ,东田微,160.59,215.69,34.31%
300931.SZ,通用电梯,11.02,14.80,34.30%
000936.SZ,华西股份,5.19,6.97,34.30%
301201.SZ,诚达药业,29.75,39.94,34.25%
003023.SZ,彩虹集团,20.86,28.00,34.23%
603061.SH,金海通,266.24,357.23,34.18%
603897.SH,长城科技,25.85,34.68,34.16%
688668.SH,鼎通科技,218.80,293.20,34.00%
001267.SZ,汇绿生态,32.07,42.97,33.99%
688028.SH,沃尔德,71.70,96.05,33.96%
301489.SZ,思泉新材,89.45,119.80,33.93%
301235.SZ,华康洁净,38.20,51.15,33.90%
688003.SH,天准科技,70.80,94.80,33.90%
688720.SH,艾森股份,54.30,72.69,33.87%
002346.SZ,柘中股份,18.18,24.33,33.83%
300540.SZ,蜀道装备,26.25,35.11,33.75%
600172.SH,黄河旋风,10.20,13.64,33.73%
300606.SZ,金太阳,29.26,39.11,33.66%
688519.SH,南亚新材,236.05,315.50,33.66%
300260.SZ,新莱应材,47.49,63.46,33.63%
600881.SH,亚泰集团,1.70,2.27,33.53%
688218.SH,江苏北人,34.42,45.95,33.50%
688449.SH,联芸科技,53.10,70.88,33.48%
002687.SZ,乔治白,4.90,6.54,33.47%
603124.SH,江南新材,110.18,147.00,33.42%
301486.SZ,致尚科技,136.81,182.48,33.38%
688456.SH,有研粉材,69.95,93.30,33.38%
688035.SH,德邦科技,56.35,75.15,33.36%
002436.SZ,兴森科技,28.73,38.30,33.31%
603887.SH,城地香江,9.37,12.49,33.30%
301392.SZ,汇成真空,133.31,177.54,33.18%
301008.SZ,宏昌科技,33.58,44.68,33.06%
688362.SH,甬矽电子,55.58,73.91,32.98%
603655.SH,朗博科技,26.40,35.09,32.92%
002536.SZ,飞龙股份,34.71,46.11,32.84%
301319.SZ,唯特偶,92.80,123.19,32.75%
301607.SZ,富特科技,34.21,45.37,32.62%
601869.SH,长飞光纤,284.00,376.54,32.58%
300331.SZ,苏大维格,39.69,52.62,32.58%
688179.SH,阿拉丁,18.30,24.25,32.51%
688699.SH,明微电子,50.84,67.30,32.38%
688359.SH,三孚新科,85.50,113.18,32.37%
688333.SH,铂力特,87.49,115.75,32.30%
688800.SH,瑞可达,49.80,65.88,32.29%
300943.SZ,春晖智控,25.10,33.20,32.27%
301591.SZ,肯特股份,27.45,36.28,32.17%
002913.SZ,奥士康,44.80,59.16,32.05%
301209.SZ,联合化学,46.24,61.05,32.03%
003036.SZ,泰坦股份,45.00,59.41,32.02%
688630.SH,芯碁微装,340.00,448.79,32.00%
600449.SH,宁夏建材,11.75,15.50,31.91%
603663.SH,三祥新材,33.87,44.66,31.86%
688601.SH,力芯微,38.32,50.50,31.78%
300567.SZ,精测电子,182.52,240.50,31.77%
688130.SH,晶华微,19.55,25.76,31.76%
688215.SH,瑞晟智能,34.46,45.40,31.75%
300679.SZ,电连技术,38.84,51.17,31.75%
301026.SZ,浩通科技,17.91,23.59,31.71%
688433.SH,华曙高科,73.00,96.15,31.71%
688381.SH,帝奥微,27.72,36.45,31.49%
688383.SH,新益昌,97.53,128.24,31.49%
688222.SH,成都先导,30.32,39.86,31.46%
301526.SZ,国际复材,29.98,39.39,31.39%
300139.SZ,晓程科技,39.96,52.49,31.36%
300916.SZ,朗特智能,20.10,26.40,31.34%
300426.SZ,华智数媒,5.94,7.80,31.31%
300363.SZ,博腾股份,17.03,22.36,31.30%
688727.SH,恒坤新材,39.70,52.11,31.26%
600584.SH,长电科技,65.41,85.85,31.25%
688286.SH,敏芯股份,40.84,53.56,31.15%
300566.SZ,激智科技,24.05,31.50,30.98%
301123.SZ,奕东电子,62.00,81.20,30.97%
603236.SH,移远通信,46.39,60.69,30.83%
001258.SZ,立新能源,12.19,15.93,30.68%
688121.SH,卓然股份,2.12,2.77,30.66%
002229.SZ,鸿博股份,10.58,13.82,30.62%
001337.SZ,四川黄金,39.34,51.38,30.60%
002579.SZ,中京电子,11.80,15.40,30.51%
688733.SH,壹石通,26.66,34.75,30.35%
300835.SZ,龙磁科技,128.06,166.88,30.31%
300179.SZ,四方达,30.56,39.82,30.30%
688191.SH,智洋创新,18.22,23.74,30.30%
300749.SZ,顶固集创,18.73,24.40,30.27%
688045.SH,必易微,49.09,63.87,30.11%
688478.SH,晶升股份,41.30,53.73,30.10%
300649.SZ,杭州园林,20.27,26.35,30.00%
301312.SZ,智立方,57.31,74.50,29.99%
002396.SZ,星网锐捷,26.09,33.91,29.97%
688603.SH,天承科技,91.60,118.96,29.87%
688488.SH,艾迪药业,13.98,18.15,29.83%
300948.SZ,冠中生态,17.49,22.70,29.79%
603095.SH,越剑智能,12.66,16.43,29.78%
301389.SZ,隆扬电子,45.32,58.81,29.77%
300863.SZ,卡倍亿,34.75,45.09,29.76%
688403.SH,汇成股份,20.00,25.95,29.75%
300693.SZ,盛弘股份,36.06,46.77,29.70%
300937.SZ,药易购,24.46,31.70,29.60%
688796.SH,百奥赛图,114.50,148.37,29.58%
688059.SH,华锐精密,74.96,97.08,29.51%
688205.SH,德科立,126.15,163.37,29.50%
301127.SZ,武汉天源,14.01,18.14,29.48%
002973.SZ,侨银股份,9.57,12.39,29.47%
002759.SZ,天际股份,15.07,19.51,29.46%
600487.SH,亨通光电,50.27,65.06,29.42%
300870.SZ,欧陆通,184.68,239.00,29.41%
301257.SZ,普蕊斯,40.83,52.80,29.32%
603936.SH,博敏电子,13.44,17.38,29.32%
603682.SH,锦和商管,10.18,13.16,29.27%
603079.SH,圣达生物,11.41,14.75,29.27%
603989.SH,艾华集团,25.52,32.99,29.27%
000887.SZ,中鼎股份,18.33,23.69,29.24%
688677.SH,海泰新光,69.49,89.76,29.17%
002907.SZ,华森制药,13.00,16.79,29.15%
605289.SH,罗曼股份,87.90,113.49,29.11%
688123.SH,聚辰股份,112.50,145.20,29.07%
603880.SH,南卫股份,6.85,8.84,29.05%
002631.SZ,德尔未来,7.10,9.16,29.01%
301550.SZ,斯菱智驱,70.62,91.10,29.00%
301366.SZ,一博科技,44.44,57.26,28.85%
688379.SH,华光新材,45.21,58.25,28.84%
603618.SH,杭电股份,23.84,30.70,28.78%
301396.SZ,宏景科技,176.65,227.48,28.77%
301566.SZ,达利凯普,22.28,28.69,28.77%
600183.SH,生益科技,112.23,144.49,28.74%
688416.SH,恒烁股份,63.01,81.08,28.68%
688238.SH,和元生物,5.83,7.50,28.64%
603102.SH,百合股份,33.75,43.41,28.62%
603083.SH,XD剑桥科,147.92,190.21,28.59%
688146.SH,中船特气,253.10,325.30,28.53%
688048.SH,长光华芯,259.00,332.88,28.53%
603439.SH,三力制药,10.53,13.53,28.49%
688125.SH,安达智能,103.53,133.00,28.47%
300620.SZ,光库科技,254.33,326.70,28.46%
301018.SZ,申菱环境,78.00,100.18,28.44%
688257.SH,新锐股份,51.40,66.00,28.40%
301086.SZ,鸿富瀚,99.50,127.73,28.37%
688380.SH,中微半导,36.67,47.05,28.31%
688260.SH,昀冢科技,100.00,128.26,28.26%
688548.SH,广钢气体,32.36,41.50,28.24%
601700.SH,风范股份,5.92,7.59,28.21%
603256.SH,宏和科技,125.55,160.93,28.18%
688307.SH,DR中润光,40.93,52.43,28.10%
688813.SH,泰金新能,100.72,128.99,28.07%
301281.SZ,科源制药,36.08,46.19,28.02%
600176.SH,中国巨石,36.19,46.32,27.99%
603738.SH,泰晶科技,31.81,40.69,27.92%
600234.SH,科新发展,18.29,23.39,27.88%
600833.SH,第一医药,9.77,12.49,27.84%
002222.SZ,福晶科技,52.92,67.65,27.83%
002885.SZ,京泉华,25.01,31.97,27.83%
603903.SH,中持股份,11.43,14.61,27.82%
600367.SH,红星发展,27.20,34.75,27.76%
301130.SZ,西点药业,24.15,30.85,27.74%
000831.SZ,中国稀土,49.16,62.79,27.73%
688206.SH,概伦电子,32.55,41.57,27.71%
688328.SH,深科达,65.85,84.09,27.70%
603151.SH,邦基科技,12.43,15.87,27.67%
605060.SH,联德股份,37.68,48.06,27.55%
688170.SH,德龙激光,44.73,57.05,27.54%
688052.SH,纳芯微,191.33,244.00,27.53%
301611.SZ,珂玛科技,85.55,109.09,27.52%
300686.SZ,智动力,12.55,15.99,27.41%
688653.SH,康希通信,11.61,14.79,27.39%
002141.SZ,贤丰控股,5.48,6.98,27.37%
688600.SH,皖仪科技,22.87,29.13,27.37%
688253.SH,英诺特,56.03,71.34,27.32%
688210.SH,统联精密,25.80,32.84,27.29%
688759.SH,必贝特-U,22.20,28.25,27.25%
301218.SZ,华是科技,38.12,48.50,27.23%
688807.SH,优迅股份,235.00,298.99,27.23%
605111.SH,新洁能,49.48,62.95,27.22%
300560.SZ,中富通,14.23,18.10,27.20%
603306.SH,华懋科技,61.33,78.00,27.18%
301188.SZ,力诺药包,34.45,43.78,27.08%
603890.SH,春秋电子,17.39,22.09,27.03%
002849.SZ,威星智能,14.33,18.20,27.01%
300319.SZ,麦捷科技,15.15,19.24,27.00%
301067.SZ,显盈科技,25.72,32.65,26.94%
300395.SZ,菲利华,75.05,95.25,26.92%
300706.SZ,阿石创,45.21,57.37,26.90%
002851.SZ,麦格米特,106.80,135.50,26.87%
688102.SH,斯瑞新材,31.54,39.99,26.79%
688268.SH,华特气体,128.30,162.67,26.79%
300951.SZ,博硕科技,59.72,75.71,26.77%
002388.SZ,新亚制程,4.82,6.11,26.76%
000692.SZ,惠天热电,3.85,4.88,26.75%
002721.SZ,金一文化,2.43,3.08,26.75%
688652.SH,京仪装备,128.45,162.80,26.74%
688200.SH,华峰测控,344.98,437.10,26.70%
301307.SZ,美利信,44.83,56.80,26.70%
300909.SZ,汇创达,43.01,54.49,26.69%
688247.SH,宣泰医药,8.51,10.78,26.67%
002990.SZ,盛视科技,44.81,56.76,26.67%
301333.SZ,诺思格,50.50,63.96,26.65%
688535.SH,华海诚科,88.28,111.72,26.55%
300759.SZ,康龙化成,39.60,50.11,26.54%
300285.SZ,国瓷材料,60.18,76.11,26.47%
002742.SZ,三圣股份,3.72,4.70,26.34%
688448.SH,磁谷科技,47.34,59.80,26.32%
300811.SZ,铂科新材,63.73,80.48,26.28%
002235.SZ,安妮股份,8.26,10.43,26.27%
002585.SZ,双星新材,8.95,11.30,26.26%
300711.SZ,广哈通信,15.78,19.92,26.24%
301132.SZ,满坤科技,30.42,38.37,26.13%
688323.SH,瑞华泰,24.50,30.90,26.12%
603283.SH,赛腾股份,39.24,49.48,26.10%
301338.SZ,凯格精机,84.75,106.84,26.06%
603995.SH,甬金股份,20.43,25.75,26.04%
603650.SH,彤程新材,53.80,67.80,26.02%
603696.SH,安记食品,12.99,16.37,26.02%
301172.SZ,君逸数码,17.76,22.38,26.01%
603950.SH,长源东谷,52.71,66.36,25.90%
688428.SH,诺诚健华,25.36,31.92,25.87%
688783.SH,西安奕材-U,26.06,32.80,25.86%
688011.SH,新光光电,70.18,88.33,25.86%
688062.SH,迈威生物-U,27.12,34.12,25.81%
300420.SZ,五洋自控,6.59,8.29,25.80%
603988.SH,中电电机,18.77,23.61,25.79%
688135.SH,利扬芯片,21.69,27.28,25.77%
300767.SZ,震安科技,16.75,21.06,25.73%
600829.SH,人民同泰,9.41,11.83,25.72%
688082.SH,盛美上海,257.00,323.02,25.69%
000811.SZ,冰轮环境,35.88,45.09,25.67%
300522.SZ,世名科技,12.00,15.08,25.67%
002963.SZ,豪尔赛,15.99,20.09,25.64%
300939.SZ,秋田微,54.99,69.08,25.62%
688293.SH,奥浦迈,53.76,67.53,25.61%
300243.SZ,瑞丰高材,13.44,16.88,25.60%
002943.SZ,宇晶股份,29.09,36.51,25.51%
688037.SH,芯源微,275.73,346.03,25.50%
301005.SZ,超捷股份,70.82,88.83,25.43%
688305.SH,科德数控,55.73,69.90,25.43%
688785.SH,恒运昌,236.70,296.88,25.42%
300986.SZ,志特新材,11.80,14.80,25.42%
300626.SZ,华瑞股份,28.46,35.69,25.40%
300964.SZ,本川智能,49.17,61.65,25.38%
000859.SZ,国风新材,8.36,10.48,25.36%
688388.SH,嘉元科技,24.85,31.15,25.35%
301042.SZ,安联锐视,28.10,35.22,25.34%
301071.SZ,力量钻石,52.00,65.17,25.33%
002119.SZ,康强电子,20.27,25.40,25.31%
300576.SZ,容大感光,26.45,33.13,25.26%
300842.SZ,帝科股份,53.60,67.13,25.24%
688368.SH,晶丰明源,107.30,134.34,25.20%
603228.SH,景旺电子,78.47,98.21,25.16%
300051.SZ,琏升科技,7.85,9.82,25.10%
603690.SH,至纯科技,21.84,27.30,25.00%
301077.SZ,星华新材,19.69,24.61,24.99%
002407.SZ,多氟多,31.36,39.19,24.97%
688131.SH,皓元医药,80.37,100.42,24.95%
300689.SZ,澄天伟业,45.50,56.85,24.95%
301007.SZ,德迈仕,27.44,34.27,24.89%
300005.SZ,探路者,10.07,12.57,24.83%
002645.SZ,华宏科技,17.21,21.48,24.81%
002870.SZ,香山股份,39.06,48.75,24.81%
603137.SH,恒尚节能,25.00,31.20,24.80%
300480.SZ,光力科技,28.68,35.79,24.79%
688319.SH,欧林生物,23.28,29.05,24.79%
002824.SZ,和胜股份,20.82,25.98,24.78%
688702.SH,盛科通信-U,338.00,421.70,24.76%
301308.SZ,江波龙,336.05,419.26,24.76%
300199.SZ,翰宇药业,21.26,26.52,24.74%
301273.SZ,瑞晨环保,35.06,43.73,24.73%
603986.SH,兆易创新,356.02,444.00,24.71%
603797.SH,联泰环保,4.05,5.05,24.69%
301141.SZ,中科磁业,37.37,46.59,24.67%
688315.SH,诺禾致源,13.24,16.50,24.62%
688757.SH,胜科纳米,29.26,36.46,24.61%
002156.SZ,通富微电,55.60,69.26,24.57%
688177.SH,百奥泰,17.57,21.88,24.53%
688583.SH,思看科技,74.43,92.68,24.52%
301568.SZ,思泰克,59.84,74.50,24.50%
603038.SH,华立股份,13.07,16.26,24.41%
688356.SH,键凯科技,66.09,82.20,24.38%
603538.SH,美诺华,26.80,33.33,24.37%
688141.SH,杰华特,115.01,143.00,24.34%
603089.SH,正裕工业,8.63,10.73,24.33%
301516.SZ,中远通,15.54,19.32,24.32%
688320.SH,禾川科技,29.65,36.86,24.32%
688678.SH,福立旺,16.22,20.16,24.29%
301189.SZ,奥尼电子,44.36,55.13,24.28%
600288.SH,大恒科技,10.64,13.22,24.25%
688252.SH,天德钰,17.57,21.83,24.25%
603163.SH,圣晖集成,73.70,91.56,24.23%
605168.SH,三人行,37.57,46.66,24.19%
688536.SH,思瑞浦,233.20,289.52,24.15%
601579.SH,会稽山,15.05,18.68,24.12%
301160.SZ,翔楼新材,36.96,45.87,24.11%
688332.SH,中科蓝讯,81.37,100.98,24.10%
600815.SH,厦工股份,3.28,4.07,24.09%
301096.SZ,百诚医药,40.71,50.51,24.07%
688182.SH,灿勤科技,23.77,29.49,24.06%
600961.SH,株冶集团,24.33,30.17,24.00%
688308.SH,欧科亿,86.97,107.82,23.97%
600105.SH,永鼎股份,34.29,42.50,23.94%
301287.SZ,康力源,33.88,41.99,23.94%
301176.SZ,逸豪新材,41.44,51.35,23.91%
300401.SZ,花园生物,12.86,15.93,23.87%
688001.SH,华兴源创,45.29,56.08,23.82%
301571.SZ,国科天成,55.84,69.13,23.80%
301393.SZ,昊帆生物,56.11,69.46,23.79%
688110.SH,东芯股份,101.78,125.99,23.79%
688056.SH,莱伯泰科,37.55,46.48,23.78%
300346.SZ,南大光电,49.45,61.20,23.76%
300929.SZ,华骐环保,13.68,16.93,23.76%
301128.SZ,强瑞技术,95.55,118.22,23.73%
603931.SH,格林达,32.23,39.87,23.70%
300731.SZ,科创新源,33.60,41.55,23.66%
300197.SZ,节能铁汉,1.86,2.30,23.66%
300434.SZ,金石亚药,10.40,12.86,23.65%
300227.SZ,光韵达,9.86,12.19,23.63%
688551.SH,科威尔,35.05,43.31,23.57%
603110.SH,东方材料,22.45,27.74,23.56%
603175.SH,超颖电子,78.01,96.37,23.54%
603660.SH,苏州科达,10.26,12.67,23.49%
300083.SZ,创世纪,11.80,14.57,23.47%
301379.SZ,天山电子,19.88,24.54,23.44%
688221.SH,前沿生物-U,18.05,22.28,23.43%
688216.SH,气派科技,27.14,33.50,23.43%
300820.SZ,英杰电气,45.64,56.33,23.42%
002357.SZ,富临运业,8.82,10.88,23.36%
688628.SH,优利德,62.00,76.48,23.35%
600936.SH,北投科技,5.01,6.18,23.35%
603725.SH,天安新材,9.92,12.23,23.29%
603466.SH,风语筑,11.13,13.72,23.27%
688372.SH,伟测科技,111.88,137.91,23.27%
300976.SZ,达瑞电子,48.85,60.20,23.23%
301377.SZ,鼎泰高科,375.71,462.90,23.21%
600857.SH,宁波中百,16.82,20.72,23.19%
002370.SZ,亚太药业,5.05,6.22,23.17%
301150.SZ,中一科技,34.24,42.16,23.13%
688690.SH,纳微科技,36.72,45.20,23.09%
300806.SZ,斯迪克,41.88,51.55,23.09%
300604.SZ,长川科技,245.82,302.57,23.09%
688721.SH,龙图光罩,35.97,44.27,23.07%
300223.SZ,北京君正,126.26,155.39,23.07%
603626.SH,科森科技,13.74,16.91,23.07%
002674.SZ,兴业科技,24.48,30.12,23.04%
301365.SZ,矩阵股份,35.29,43.41,23.01%
603938.SH,三孚股份,37.39,45.97,22.95%
301107.SZ,瑜欣电子,18.22,22.40,22.94%
688079.SH,美迪凯,13.95,17.15,22.94%
603657.SH,春光科技,23.76,29.21,22.94%
600110.SH,诺德股份,8.81,10.83,22.93%
300161.SZ,华中数控,25.74,31.63,22.88%
688498.SH,源杰科技,1298.00,1595.01,22.88%
002219.SZ,新里程,2.10,2.58,22.86%
001378.SZ,德冠新材,17.52,21.52,22.83%
002409.SZ,雅克科技,129.48,159.01,22.81%
300790.SZ,宇瞳光学,17.21,21.13,22.78%
688620.SH,安凯微,13.45,16.51,22.75%
688012.SH,中微公司,317.74,389.99,22.74%
688625.SH,呈和科技,51.04,62.64,22.73%
301357.SZ,北方长龙,92.30,113.23,22.68%
603928.SH,兴业股份,10.85,13.31,22.67%
601231.SH,环旭电子,23.60,28.95,22.67%
002739.SZ,儒意电影,8.79,10.78,22.64%
003033.SZ,征和工业,57.90,71.00,22.63%
000962.SZ,东方钽业,46.94,57.56,22.62%
688150.SH,莱特光电,34.93,42.83,22.62%
605376.SH,博迁新材,143.32,175.66,22.56%
002647.SZ,仁东控股,9.54,11.69,22.54%
002820.SZ,桂发祥,9.10,11.15,22.53%
003018.SZ,金富科技,34.76,42.59,22.53%
002031.SZ,巨轮智能,5.24,6.42,22.52%
300692.SZ,中赋科技,8.44,10.34,22.51%
002290.SZ,禾盛新材,54.30,66.52,22.50%
603188.SH,亚邦股份,4.01,4.91,22.44%
000636.SZ,风华高科,54.33,66.51,22.42%
300852.SZ,四会富仕,40.11,49.10,22.41%
001230.SZ,劲旅环境,18.57,22.73,22.40%
601133.SH,柏诚股份,23.19,28.38,22.38%
300975.SZ,商络电子,23.66,28.95,22.36%
603082.SH,北自科技,36.10,44.17,22.35%
002185.SZ,华天科技,15.53,19.00,22.34%
688531.SH,日联科技,120.28,147.06,22.26%
301362.SZ,民爆光电,115.00,140.60,22.26%
600326.SH,西藏天路,6.84,8.36,22.22%
300656.SZ,民德电子,23.90,29.21,22.22%
603303.SH,得邦照明,19.40,23.71,22.22%
000426.SZ,兴业银锡,33.28,40.67,22.21%
002322.SZ,理工能科,10.68,13.05,22.19%
300398.SZ,飞凯材料,32.10,39.20,22.12%
688231.SH,隆达股份,26.32,32.14,22.11%
688282.SH,理工导航,52.98,64.69,22.10%
603065.SH,宿迁联盛,14.54,17.75,22.08%
