股票代码,股票名称,总市值(亿),爆量日期,爆量倍数,涨幅(%),爆量金额(万元)
000779.SZ,甘咨询,37.70,20260717,18.48,9.98,118.73
002632.SZ,道明光学,69.20,20260717,6.93,9.97,76.20
300674.SZ,宇信科技,132.00,20260721,3.83,15.61,103.08
600744.SH,华银电力,170.00,20260721,3.14,10.06,255.15
301012.SZ,扬电科技,76.30,20260721,3.07,20.02,54.14
600821.SH,金开新能,172.00,20260721,2.99,7.85,167.55
001258.SZ,立新能源,98.10,20260721,2.64,10.00,157.94
000997.SZ,新 大 陆,240.00,20260721,2.61,7.94,101.84
