股票代码,股票名称,总市值(亿),爆量日期,爆量倍数,涨幅(%),爆量金额(万元)
002218.SZ,拓日新能,78.70,20260724,6.05,9.95,100.68
002300.SZ,太阳电缆,74.40,20260724,4.52,10.08,58.37
300062.SZ,中能电气,52.50,20260724,4.18,7.09,80.54
300589.SZ,江龙船艇,58.00,20260724,3.90,6.06,60.98
300427.SZ,红相股份,53.80,20260724,3.29,6.53,55.19
001258.SZ,立新能源,98.10,20260724,2.81,7.60,271.31
300214.SZ,日科化学,41.10,20260724,2.80,15.59,103.67
301357.SZ,北方长龙,98.40,20260724,2.60,7.24,92.33
002083.SZ,孚日股份,97.50,20260724,2.54,10.03,113.28
