股票代码,股票名称,总市值(亿),爆量日期,爆量倍数,涨幅(%),爆量金额(万元)
301357.SZ,北方长龙,98.40,20260723,3.56,20.00,56.47
002353.SZ,杰瑞股份,1421.00,20260721,3.15,9.79,454.42
002197.SZ,证通电子,50.00,20260723,2.98,10.04,81.70
002458.SZ,益生股份,121.00,20260723,2.51,7.43,90.46
