ts_code,stock_name,latest_close,max_close_119,break_ratio,gain
300725.SZ,药石科技,47.5,41.81,13.609184405644575,18.39481555333999
600267.SH,海正药业,13.11,12.48,5.0480769230769145,9.983221476510062
