股票代码,股票名称,最低收盘价,最高收盘价,涨幅
688177.SH,百奥泰,17.43,21.88,25.53%
600552.SH,凯盛科技,14.81,18.59,25.52%
002870.SZ,香山股份,38.24,48.00,25.52%
600769.SH,祥龙电业,13.16,16.51,25.46%
688702.SH,盛科通信-U,322.00,403.96,25.45%
300756.SZ,金马游乐,25.30,31.73,25.42%
300017.SZ,网宿科技,13.82,17.33,25.40%
002739.SZ,儒意电影,8.60,10.78,25.35%
002938.SZ,鹏鼎控股,80.91,101.41,25.34%
002303.SZ,美盈森,4.46,5.59,25.34%
688216.SH,气派科技,25.01,31.32,25.23%
600522.SH,中天科技,28.39,35.55,25.22%
688521.SH,芯原股份,184.09,230.50,25.21%
300889.SZ,爱克股份,17.92,22.43,25.17%
301626.SZ,苏州天脉,205.50,257.10,25.11%
300983.SZ,尤安设计,34.38,43.00,25.07%
301169.SZ,零点有数,44.52,55.68,25.07%
300558.SZ,贝达药业,56.15,70.21,25.04%
300054.SZ,鼎龙股份,62.90,78.65,25.04%
688035.SH,德邦科技,52.54,65.69,25.03%
688331.SH,荣昌生物,107.56,134.45,25.00%
002903.SZ,宇环数控,23.43,29.28,24.97%
688719.SH,爱科赛博,42.03,52.52,24.96%
002149.SZ,西部材料,34.90,43.61,24.96%
688323.SH,瑞华泰,23.20,28.99,24.96%
000831.SZ,中国稀土,48.78,60.95,24.95%
300602.SZ,飞荣达,30.99,38.70,24.88%
002774.SZ,快意电梯,14.06,17.55,24.82%
603137.SH,恒尚节能,25.00,31.20,24.80%
300221.SZ,银禧科技,11.30,14.10,24.78%
301072.SZ,中捷精工,31.41,39.18,24.74%
600673.SH,东阳光,29.23,36.45,24.70%
600267.SH,海正药业,11.42,14.24,24.69%
603797.SH,联泰环保,4.05,5.05,24.69%
603912.SH,佳力图,7.13,8.89,24.68%
301310.SZ,鑫宏业,47.90,59.71,24.66%
688183.SH,生益电子,95.29,118.78,24.65%
300902.SZ,国安达,14.73,18.36,24.64%
603102.SH,百合股份,33.75,42.05,24.59%
300687.SZ,赛意信息,23.77,29.60,24.53%
301630.SZ,同宇新材,142.00,176.80,24.51%
300149.SZ,睿智医药,9.11,11.34,24.48%
300161.SZ,华中数控,25.41,31.63,24.48%
688011.SH,新光光电,68.60,85.39,24.48%
300873.SZ,海晨股份,14.02,17.45,24.47%
605006.SH,山东玻纤,12.14,15.11,24.46%
603052.SH,可川科技,46.98,58.47,24.46%
603373.SH,安邦护卫,33.21,41.33,24.45%
300700.SZ,岱勒新材,15.78,19.63,24.40%
600815.SH,厦工股份,3.20,3.98,24.37%
300689.SZ,澄天伟业,43.66,54.30,24.37%
300990.SZ,同飞股份,60.32,75.00,24.34%
600498.SH,烽火通信,32.90,40.90,24.32%
002194.SZ,武汉凡谷,8.93,11.10,24.30%
600869.SH,远东股份,13.26,16.48,24.28%
688181.SH,八亿时空,33.38,41.46,24.21%
688103.SH,国力电子,62.64,77.79,24.19%
301509.SZ,金凯生科,27.22,33.80,24.17%
601579.SH,会稽山,15.05,18.68,24.12%
001359.SZ,平安电工,72.46,89.92,24.10%
001388.SZ,信通电子,20.38,25.29,24.09%
300151.SZ,昌红科技,13.41,16.64,24.09%
688628.SH,优利德,56.62,70.24,24.06%
301322.SZ,绿通科技,32.65,40.50,24.04%
688605.SH,先锋精科,64.25,79.68,24.02%
002134.SZ,天津普林,18.49,22.93,24.01%
002185.SZ,华天科技,14.77,18.30,23.90%
300390.SZ,天华新能,54.30,67.27,23.89%
603456.SH,九洲药业,14.74,18.26,23.88%
002463.SZ,沪电股份,101.61,125.87,23.88%
300842.SZ,帝科股份,51.00,63.17,23.86%
002734.SZ,利民股份,13.54,16.77,23.86%
688625.SH,呈和科技,48.52,60.08,23.83%
688203.SH,海正生材,9.83,12.17,23.80%
688192.SH,迪哲医药-U,49.43,61.19,23.79%
002361.SZ,神剑股份,10.09,12.49,23.79%
601138.SH,工业富联,55.90,69.18,23.76%
301357.SZ,北方长龙,91.51,113.23,23.74%
300440.SZ,运达科技,16.10,19.92,23.73%
603039.SH,泛微网络,39.69,49.10,23.71%
301297.SZ,富乐德,28.74,35.54,23.66%
300197.SZ,节能铁汉,1.86,2.30,23.66%
688678.SH,福立旺,15.52,19.19,23.65%
300487.SZ,蓝晓科技,56.45,69.79,23.63%
301413.SZ,安培龙,58.57,72.41,23.63%
301225.SZ,恒勃股份,51.40,63.52,23.58%
300398.SZ,飞凯材料,29.98,37.04,23.55%
688002.SH,睿创微纳,137.63,170.04,23.55%
603678.SH,火炬电子,41.84,51.69,23.54%
603880.SH,南卫股份,6.63,8.19,23.53%
603920.SH,世运电路,31.59,39.01,23.49%
603009.SH,北特科技,39.28,48.50,23.47%
688309.SH,恒誉环保,64.29,79.38,23.47%
688316.SH,青云科技-U,46.32,57.19,23.47%
301232.SZ,飞沃科技,97.71,120.58,23.41%
688448.SH,磁谷科技,45.93,56.67,23.38%
300386.SZ,飞天诚信,10.18,12.56,23.38%
688220.SH,翱捷科技-U,91.15,112.40,23.31%
301315.SZ,威士顿,37.44,46.16,23.29%
002628.SZ,成都路桥,4.51,5.56,23.28%
300731.SZ,科创新源,32.32,39.84,23.27%
002281.SZ,光迅科技,156.65,193.04,23.23%
002031.SZ,巨轮智能,5.21,6.42,23.22%
688172.SH,燕东微,45.87,56.50,23.17%
688677.SH,海泰新光,64.25,79.12,23.14%
002370.SZ,亚太药业,4.93,6.07,23.12%
301099.SZ,雅创电子,41.65,51.25,23.05%
301629.SZ,矽电股份,211.00,259.60,23.03%
688072.SH,拓荆科技,591.86,728.00,23.00%
688721.SH,龙图光罩,34.18,42.04,23.00%
601126.SH,四方股份,38.30,47.10,22.98%
301295.SZ,美硕科技,38.59,47.45,22.96%
300745.SZ,欣锐科技,24.72,30.39,22.94%
300314.SZ,戴维医疗,9.99,12.28,22.92%
603319.SH,美湖股份,22.78,28.00,22.91%
002837.SZ,英维克,46.45,57.09,22.91%
688733.SH,壹石通,24.76,30.43,22.90%
301265.SZ,华新科技,16.87,20.73,22.88%
603660.SH,苏州科达,9.97,12.25,22.87%
688515.SH,裕太微-U,126.88,155.87,22.85%
002742.SZ,三圣股份,3.59,4.41,22.84%
688168.SH,安博通,31.00,38.08,22.84%
002008.SZ,大族激光,81.21,99.75,22.83%
603991.SH,至正股份,109.79,134.85,22.83%
300552.SZ,万集科技,20.26,24.88,22.80%
002421.SZ,达实智能,3.16,3.88,22.78%
688507.SH,索辰科技,146.11,179.36,22.76%
002965.SZ,祥鑫科技,27.23,33.42,22.73%
603324.SH,盛剑科技,23.27,28.55,22.69%
002976.SZ,瑞玛精密,19.00,23.30,22.63%
301571.SZ,国科天成,55.84,68.46,22.60%
688584.SH,上海合晶,23.86,29.25,22.59%
002787.SZ,华源控股,18.15,22.25,22.59%
603303.SH,得邦照明,18.74,22.97,22.57%
600665.SH,天地源,2.93,3.59,22.53%
603986.SH,兆易创新,340.74,417.48,22.52%
688619.SH,罗普特,12.39,15.18,22.52%
688373.SH,盟科药业-U,4.58,5.61,22.49%
603268.SH,松发股份,149.65,183.26,22.46%
002649.SZ,博彦科技,9.22,11.29,22.45%
603188.SH,亚邦股份,4.01,4.91,22.44%
300632.SZ,光莆股份,16.01,19.60,22.42%
601133.SH,柏诚股份,21.90,26.81,22.42%
600520.SH,三佳科技,21.08,25.80,22.39%
301349.SZ,信德新材,36.81,45.05,22.39%
688001.SH,华兴源创,42.00,51.39,22.36%
600301.SH,华锡有色,41.63,50.93,22.34%
300751.SZ,迈为股份,145.91,178.50,22.34%
300077.SZ,国民技术,16.42,20.08,22.29%
300321.SZ,同大股份,28.20,34.48,22.27%
603063.SH,禾望电气,28.21,34.49,22.26%
600326.SH,西藏天路,6.84,8.36,22.22%
300475.SZ,香农芯创,134.03,163.80,22.21%
002322.SZ,理工能科,10.68,13.05,22.19%
600707.SH,彩虹股份,7.76,9.48,22.16%
688376.SH,美埃科技,58.80,71.82,22.14%
603106.SH,恒银科技,8.22,10.04,22.14%
300191.SZ,潜能恒信,27.92,34.09,22.10%
301528.SZ,多浦乐,44.50,54.30,22.02%
301479.SZ,弘景光电,45.37,55.36,22.02%
300878.SZ,维康药业,29.17,35.59,22.01%
301448.SZ,开创电气,40.00,48.80,22.00%
603358.SH,华达科技,36.01,43.93,21.99%
603125.SH,常青科技,19.83,24.19,21.99%
603226.SH,菲林格尔,43.86,53.50,21.98%
002297.SZ,博云新材,15.75,19.20,21.90%
002167.SZ,东方锆业,14.86,18.11,21.87%
603191.SH,望变电气,13.90,16.94,21.87%
300562.SZ,乐心医疗,13.63,16.61,21.86%
301279.SZ,金道科技,17.37,21.16,21.82%
001211.SZ,双枪科技,19.71,24.01,21.82%
003001.SZ,中岩大地,17.38,21.16,21.75%
300192.SZ,科德教育,12.06,14.68,21.72%
301348.SZ,蓝箭电子,18.46,22.47,21.72%
601666.SH,平煤股份,7.88,9.59,21.70%
300787.SZ,海能实业,8.53,10.38,21.69%
603110.SH,东方材料,21.83,26.56,21.67%
688258.SH,卓易信息,94.53,115.01,21.67%
300174.SZ,元力股份,17.04,20.73,21.65%
688212.SH,澳华内镜,26.61,32.37,21.65%
002716.SZ,湖南白银,8.04,9.78,21.64%
600246.SH,万通发展,10.36,12.60,21.62%
601101.SH,昊华能源,11.10,13.50,21.62%
300248.SZ,新开普,8.28,10.07,21.62%
300467.SZ,迅游科技,31.51,38.32,21.61%
603929.SH,亚翔集成,136.82,166.38,21.61%
603688.SH,石英股份,40.88,49.71,21.60%
688345.SH,博力威,47.75,58.06,21.59%
002653.SZ,海思科,58.90,71.60,21.56%
688178.SH,万德斯,23.96,29.11,21.49%
688401.SH,路维光电,59.42,72.19,21.49%
300136.SZ,信维通信,56.50,68.58,21.38%
603217.SH,元利科技,21.29,25.84,21.37%
603156.SH,养元饮品,42.60,51.70,21.36%
688163.SH,赛伦生物,27.45,33.30,21.31%
688418.SH,震有科技,31.58,38.31,21.31%
603995.SH,甬金股份,20.43,24.77,21.24%
301133.SZ,金钟股份,23.68,28.71,21.24%
600711.SH,盛屯矿业,10.51,12.74,21.22%
002213.SZ,大为股份,24.96,30.25,21.19%
300373.SZ,扬杰科技,79.98,96.93,21.19%
301055.SZ,张小泉,25.52,30.92,21.16%
301189.SZ,奥尼电子,41.68,50.49,21.14%
688166.SH,博瑞医药,34.57,41.87,21.12%
002921.SZ,联诚精密,20.34,24.63,21.09%
688305.SH,科德数控,54.91,66.48,21.07%
300537.SZ,广信材料,17.24,20.87,21.06%
002219.SZ,新里程,2.09,2.53,21.05%
300223.SZ,北京君正,119.00,144.05,21.05%
603045.SH,福达合金,46.52,56.31,21.04%
603488.SH,展鹏科技,7.75,9.38,21.03%
688336.SH,三生国健,39.99,48.40,21.03%
002654.SZ,万润科技,11.47,13.88,21.01%
300996.SZ,普联软件,17.09,20.68,21.01%
600482.SH,中国动力,26.95,32.61,21.00%
301171.SZ,易点天下,32.34,39.13,21.00%
001229.SZ,魅视科技,34.98,42.32,20.98%
688820.SH,盛合晶微,116.42,140.84,20.98%
300586.SZ,美联新材,7.82,9.46,20.97%
688500.SH,慧辰股份,32.30,39.07,20.96%
601858.SH,中国科传,21.76,26.32,20.96%
300819.SZ,聚杰微纤,40.60,49.10,20.94%
300158.SZ,振东制药,4.97,6.01,20.93%
603435.SH,嘉德利,45.31,54.79,20.92%
600403.SH,大有能源,5.55,6.71,20.90%
603270.SH,金帝股份,23.71,28.66,20.88%
601678.SH,滨化股份,6.15,7.43,20.81%
001389.SZ,广合科技,140.58,169.80,20.79%
600396.SH,华电辽能,15.51,18.73,20.76%
000823.SZ,超声电子,12.67,15.30,20.76%
603328.SH,依顿电子,9.46,11.42,20.72%
000938.SZ,紫光股份,33.10,39.95,20.69%
301536.SZ,星宸科技,104.31,125.79,20.59%
688110.SH,东芯股份,97.10,117.09,20.59%
600259.SH,中稀有色,76.46,92.20,20.59%
605366.SH,宏柏新材,7.10,8.56,20.56%
688450.SH,光格科技,29.18,35.18,20.56%
300739.SZ,明阳电路,19.46,23.46,20.55%
688207.SH,格灵深瞳,16.69,20.12,20.55%
002897.SZ,意华股份,49.76,59.98,20.54%
300478.SZ,杭州高新,25.28,30.47,20.53%
002458.SZ,益生股份,8.73,10.52,20.50%
002647.SZ,仁东控股,9.52,11.47,20.48%
301458.SZ,钧崴电子,32.68,39.37,20.47%
300849.SZ,锦盛新材,19.22,23.15,20.45%
600392.SH,盛和资源,21.08,25.39,20.45%
301117.SZ,佳缘科技,17.43,20.99,20.42%
300795.SZ,米奥会展,14.20,17.10,20.42%
688120.SH,华海清科,226.99,273.33,20.41%
600156.SH,华升股份,7.55,9.09,20.40%
301121.SZ,紫建电子,30.67,36.92,20.38%
000975.SZ,山金国际,22.56,27.14,20.30%
688321.SH,微芯生物,25.91,31.17,20.30%
688235.SH,百济神州,249.65,300.30,20.29%
603407.SH,长裕集团,55.17,66.33,20.23%
688107.SH,安路科技,27.49,33.05,20.23%
605588.SH,冠石科技,39.96,48.04,20.22%
688237.SH,超卓航科,51.00,61.30,20.20%
603095.SH,越剑智能,12.43,14.94,20.19%
300654.SZ,世纪天鸿,10.40,12.50,20.19%
300196.SZ,长海股份,15.57,18.71,20.17%
300648.SZ,星云股份,33.88,40.70,20.13%
300042.SZ,朗科科技,39.21,47.10,20.12%
300244.SZ,迪安诊断,17.61,21.15,20.10%
603386.SH,骏亚科技,11.35,13.63,20.09%
600500.SH,中化国际,4.59,5.51,20.04%
300656.SZ,民德电子,23.00,27.61,20.04%
300052.SZ,中青宝,10.04,12.05,20.02%
301270.SZ,汉仪股份,29.38,35.26,20.01%
301003.SZ,江苏博云,44.62,53.55,20.01%
