股票代码,股票名称,市值(亿),3浪模式,近期点日期,近期点收盘价,中间点日期,中间点收盘价,远期点日期,远期点收盘价,间隔1,间隔2
301526.SZ,国际复材,705.00,波谷-波峰-波谷,20260724,25.70,20260629,47.82,20260605,21.75,19,15
