ts_code,stock_name,latest_close,max_close_119,break_ratio,gain
601058.SH,赛轮轮胎,15.2,14.73,3.190767141887297,5.628908964558712
601658.SH,邮储银行,5.26,5.22,0.7662835249042153,5.410821643286565
601665.SH,齐鲁银行,7.03,6.61,6.354009077155823,6.676783004552359
601988.SH,中国银行,6.51,6.29,3.497615262321141,5.1696284329563715
