股票代码,股票名称,涨幅
300480.SZ,光力科技,20.02%
688146.SH,中船特气,14.27%
002208.SZ,合肥城建,10.03%
603690.SH,至纯科技,10.02%
002265.SZ,建设工业,10.01%
605198.SH,安德利,10.01%
601606.SH,长城军工,9.99%
002498.SZ,汉缆股份,9.98%
002156.SZ,通富微电,9.77%
300779.SZ,惠城环保,9.55%
